id,label,PAAC5,PAAC15,PAAC10,PAAC4,PAAC12,PAAC19,PAAC3,PAAC22,PAAC14,PAAC2,PAAC16,PAAC25,PAAC26,PAAC21,PAAC6,PAAC30,PAAC20,PAAC7,PAAC11,PAAC27,PAAC13
Positive_688,1,1.595,2.233,1.914,3.988,1.755,2.552,2.233,5.469,2.233,3.19,1.914,5.58,5.114,5.289,3.031,5.134,3.35,2.233,4.945,4.966,0.957
Negative_699,0,0.444,3.555,0.444,2.222,0.889,0.444,1.333,5.033,2.222,3.555,4.443,4.98,5.357,4.461,3.555,5.229,0.444,5.776,7.109,4.744,0.889
Positive_643,1,0.797,3.401,2.445,2.976,2.87,1.435,1.86,4.762,2.657,2.497,4.092,4.974,4.803,4.783,3.454,4.798,4.358,1.807,4.039,4.961,1.328
Positive_1118,1,0.83,2.928,2.447,2.709,2.098,1.617,2.01,4.879,1.704,2.709,3.103,4.769,5.02,4.943,3.321,4.84,3.408,2.447,5.113,4.725,1.092
Positive_1184,1,0.714,1.786,3.334,2.738,4.167,0.833,3.215,5.077,2.143,1.786,1.905,4.956,4.825,4.953,3.334,4.868,4.167,2.738,5.12,4.863,0.953
Positive_1162,1,0.0,3.121,4.458,2.229,3.566,0.0,1.337,5.02,1.783,5.795,1.783,5.729,5.109,6.071,2.675,4.62,3.121,1.337,3.566,5.687,0.892
Negative_1214,0,1.59,3.263,1.652,2.189,1.59,1.157,1.384,5.07,1.59,3.18,4.295,4.834,4.956,4.673,4.502,4.865,2.974,2.994,6.815,4.696,1.198
Positive_604,1,1.002,1.951,3.796,2.715,3.48,1.582,2.61,4.919,3.744,2.215,4.192,4.72,4.62,4.765,3.691,4.903,3.533,1.503,5.326,4.752,1.872
Negative_579,0,0.858,7.074,1.501,3.43,0.429,2.144,1.501,4.631,0.429,2.358,6.645,4.471,4.016,4.285,4.93,4.375,3.215,1.501,5.359,4.187,0.858
Negative_955,0,1.353,2.707,2.03,0.902,1.353,2.481,0.451,4.506,4.286,1.804,4.06,4.528,4.477,4.428,1.128,4.644,4.962,0.902,8.12,4.482,2.03
Positive_764,1,0.0,2.655,1.689,3.62,1.327,3.017,1.568,5.221,2.775,3.74,1.448,5.368,5.288,5.464,2.896,5.269,2.896,2.172,3.982,4.797,1.206
Negative_445,0,0.974,4.674,1.363,2.434,3.7,0.974,1.363,5.127,1.947,4.187,2.823,4.89,5.344,5.11,2.629,5.158,2.142,1.753,5.063,5.285,0.584
Positive_107,1,0.742,2.522,4.303,1.187,1.781,2.226,3.265,4.286,4.897,1.781,4.303,4.591,4.691,4.642,1.335,4.509,6.232,2.374,6.232,4.571,0.742
Negative_115,0,0.708,5.234,2.122,2.264,2.546,1.556,2.546,4.474,1.273,3.042,7.356,4.153,4.124,4.115,3.537,4.259,2.617,6.437,3.537,4.351,1.556
Negative_285,0,0.689,3.443,1.377,1.721,3.787,1.033,1.377,4.226,1.721,2.41,6.886,5.045,4.897,4.2,3.443,5.006,1.721,2.754,4.131,5.316,1.033
Positive_256,1,1.792,2.104,4.832,2.26,2.104,1.792,3.351,4.493,2.806,2.26,4.598,4.585,4.564,4.818,2.338,4.813,3.351,1.714,6.859,4.593,1.247
Positive_1034,1,0.875,3.113,2.723,2.529,2.237,1.848,2.334,5.476,2.14,2.82,2.918,5.089,4.914,5.176,4.279,4.919,2.432,2.237,4.766,5.037,1.07
Negative_5,0,0.472,2.357,1.885,2.121,4.242,0.236,1.885,4.9,1.65,3.535,4.007,4.958,4.693,5.049,2.121,5.084,3.064,2.357,6.128,4.89,1.178
Negative_51,0,2.69,2.69,2.69,1.793,0.0,2.69,4.482,3.665,3.586,0.896,6.275,3.81,3.35,4.228,1.793,4.073,2.69,3.586,8.965,3.588,5.379
Negative_97,0,1.562,3.285,1.885,2.746,2.746,1.723,1.4,5.006,2.262,2.854,3.931,4.923,5.105,4.822,3.393,4.951,2.208,1.939,5.977,4.974,1.292
Negative_13,0,1.856,4.641,2.784,1.856,2.784,1.856,1.856,4.586,0.928,2.784,4.641,4.686,4.664,4.944,2.784,4.818,0.0,3.713,3.713,5.017,0.928
Positive_612,1,0.0,0.63,2.625,2.205,3.36,1.575,2.415,4.934,1.26,3.36,6.3,4.939,5.102,5.533,5.145,4.99,2.31,2.835,5.145,4.48,1.68
Negative_794,0,1.855,2.568,2.283,2.14,2.854,1.427,1.998,5.186,1.712,3.425,2.568,4.635,5.37,4.968,3.282,5.072,1.998,2.854,5.565,5.018,1.427
Negative_371,0,0.779,6.491,0.779,2.077,1.558,0.779,0.519,4.866,1.298,4.154,4.154,5.128,5.192,5.29,4.413,5.221,1.558,3.116,2.337,5.32,0.519
Positive_155,1,0.766,2.956,3.284,2.408,2.408,1.642,1.095,4.915,0.766,3.613,3.613,4.905,5.198,5.176,3.175,4.91,3.941,1.971,4.05,4.953,1.532
Negative_1151,0,1.77,0.885,3.54,0.885,0.295,2.655,0.59,5.267,4.721,3.54,4.426,4.747,4.333,4.821,0.295,5.084,2.95,1.18,4.721,5.048,2.95
Positive_127,1,0.9,2.025,3.375,4.725,3.6,2.475,1.8,5.64,2.025,2.7,2.475,5.388,5.138,5.074,2.025,5.096,4.5,0.675,4.725,4.748,1.575
Positive_1221,1,1.029,1.715,3.946,3.431,4.46,1.373,1.544,5.403,1.373,2.059,2.23,5.282,5.563,4.96,2.917,4.951,4.117,3.088,2.573,4.518,0.858
Positive_961,1,0.979,2.065,3.944,2.647,3.547,1.694,2.594,4.91,3.415,2.409,4.42,4.713,4.736,4.757,3.468,4.86,3.441,1.403,5.347,4.87,1.853
Negative_944,0,0.864,2.902,2.099,3.272,1.543,1.667,2.222,4.938,1.543,3.395,4.198,4.867,5.066,4.915,2.716,4.769,4.506,1.852,3.704,4.88,1.111
Negative_1089,0,2.263,3.556,1.778,1.455,2.425,2.101,1.293,4.54,1.778,3.071,6.627,4.693,4.734,4.567,2.425,4.779,1.778,1.455,4.849,4.744,0.97
Negative_1188,0,0.947,4.356,3.787,1.704,1.704,1.704,1.136,4.913,0.568,3.219,3.03,4.637,5.06,4.354,2.841,4.747,3.219,3.409,5.113,4.572,2.083
Positive_799,1,0.379,1.232,3.6,2.937,3.221,1.8,1.895,4.874,1.99,2.369,4.074,5.165,5.099,4.805,4.074,4.947,3.126,1.895,4.832,4.899,1.8
Negative_216,0,1.854,4.822,1.484,1.854,1.854,2.967,4.452,5.466,2.226,4.08,4.08,5.358,4.571,5.009,2.226,5.136,2.967,1.484,1.854,4.934,1.113
Positive_425,1,1.394,3.136,2.369,2.717,3.554,1.533,2.787,4.594,1.672,1.881,5.923,4.783,4.669,4.418,3.205,4.561,2.926,2.926,5.644,4.558,1.603
Positive_1117,1,0.588,2.417,2.482,2.548,2.678,1.372,2.548,4.994,1.96,2.482,3.07,4.963,5.023,4.812,3.658,5.007,3.266,4.899,5.487,4.75,1.045
Negative_678,0,5.462,4.498,0.321,2.249,0.964,0.964,1.285,4.855,2.57,3.855,3.213,4.855,4.853,4.666,3.534,4.71,1.285,2.57,5.14,4.816,0.964
Negative_251,0,0.553,3.688,1.66,1.844,0.737,1.475,0.922,5.327,0.922,4.979,2.213,5.615,5.429,4.943,2.951,4.53,3.135,2.397,7.561,5.27,1.66
Positive_1052,1,0.539,3.115,1.808,2.577,2.038,2.154,2.231,5.254,2.231,2.616,3.0,5.041,4.981,5.096,3.077,4.735,2.346,2.885,5.847,4.905,1.154
Positive_642,1,1.128,1.628,2.38,3.883,3.633,2.004,1.879,5.309,2.631,2.506,2.506,5.04,5.2,5.364,2.756,5.035,3.383,2.255,4.635,4.671,0.751
Negative_785,0,0.933,10.305,1.569,1.569,6.997,1.018,1.569,4.489,0.933,1.781,3.816,4.29,4.072,3.858,4.41,4.322,1.739,1.23,2.036,3.703,0.594
Negative_932,0,1.773,1.9,1.646,1.773,3.42,0.887,1.9,4.7,1.267,2.407,5.067,4.66,5.083,4.591,3.8,4.729,3.8,1.9,4.687,4.471,1.267
Positive_555,1,0.658,3.884,2.107,3.621,2.436,1.119,1.975,4.889,1.58,3.028,5.201,4.687,4.743,4.562,4.28,4.591,2.699,2.962,5.003,4.663,1.448
Positive_345,1,0.637,1.115,3.186,2.549,3.505,1.912,0.956,5.623,3.027,2.867,2.23,5.62,5.86,4.83,1.115,5.85,4.142,2.071,3.186,5.2,1.275
Negative_1296,0,7.808,3.904,1.952,2.928,0.488,1.464,1.952,4.753,1.952,3.904,1.952,4.226,4.464,4.024,0.488,4.38,3.904,3.416,2.928,4.882,2.928
Negative_331,0,1.128,3.885,0.877,2.005,3.572,0.94,1.88,4.594,1.065,3.509,6.455,4.917,4.712,4.749,4.136,5.024,2.632,2.193,5.076,4.516,0.376
Negative_879,0,1.298,2.597,2.397,1.997,2.597,0.3,1.898,5.036,1.498,2.197,3.196,4.381,4.594,4.642,3.096,4.865,4.394,2.697,6.492,4.434,1.298
Negative_565,0,3.837,0.548,0.0,0.0,0.0,9.867,0.548,4.578,3.837,1.644,6.029,4.859,5.325,6.26,0.0,5.607,0.0,0.0,1.096,4.386,0.548
Positive_485,1,0.422,3.485,2.535,4.33,3.062,2.218,1.901,5.116,3.379,2.006,3.168,5.287,4.939,5.026,2.851,5.501,2.112,0.845,4.541,4.904,1.267
Positive_591,1,0.498,2.721,2.644,2.261,1.533,1.495,1.878,5.185,1.111,3.334,2.683,4.907,5.183,4.902,3.449,4.91,3.181,2.798,5.979,4.743,1.035
Positive_415,1,0.892,2.549,2.634,2.889,4.716,1.784,1.827,5.072,2.21,2.04,2.677,4.959,4.994,5.074,3.951,5.049,3.144,1.869,4.759,4.999,1.699
Negative_1027,0,2.819,3.877,1.41,1.88,1.41,0.352,1.527,4.894,1.88,5.522,3.524,5.205,5.215,5.144,2.585,4.992,2.35,1.88,4.347,5.323,0.94
Positive_223,1,0.184,1.658,4.052,3.316,8.288,2.394,4.236,4.997,1.474,0.737,4.236,5.02,4.94,4.474,2.579,4.844,3.316,0.737,4.789,4.953,0.737
Negative_1301,0,1.211,3.354,0.838,1.49,1.584,1.025,1.025,5.214,1.025,3.913,4.006,5.252,5.112,4.708,3.074,4.723,3.913,4.285,5.124,4.804,1.025
Negative_1303,0,1.446,2.893,2.578,2.39,3.018,1.195,1.887,4.921,1.887,2.453,3.899,4.67,4.923,4.668,3.71,4.929,3.71,2.453,5.219,4.965,1.195
Negative_1024,0,6.791,1.509,4.527,1.509,3.773,1.509,1.509,3.905,1.509,3.018,3.018,3.713,4.594,4.33,1.509,5.42,3.018,3.773,7.546,4.619,3.018
Positive_152,1,0.0,1.932,3.22,2.496,3.14,2.738,3.623,4.848,1.691,1.288,5.636,4.375,4.876,4.585,3.22,4.402,3.704,2.496,4.912,4.484,1.208
Positive_901,1,0.745,2.359,4.407,3.227,3.724,1.241,2.731,5.183,2.234,2.172,4.158,5.091,4.797,4.979,3.414,4.874,3.848,1.924,4.717,4.743,1.179
Positive_217,1,0.528,2.465,3.61,2.686,2.994,1.585,1.981,4.546,2.421,1.937,3.83,4.626,4.805,4.616,2.906,4.778,3.786,1.453,5.239,4.738,1.321
Positive_749,1,0.258,2.712,2.066,2.583,2.712,1.549,2.324,5.152,2.712,1.937,1.937,5.126,4.934,4.881,3.744,4.663,3.486,2.583,4.39,4.737,1.291
Positive_818,1,0.591,4.26,1.399,2.332,3.172,1.337,1.648,4.923,1.337,3.483,5.597,4.803,4.908,4.724,4.136,5.028,2.612,1.835,3.794,4.78,0.839
Negative_835,0,2.065,4.956,2.478,1.652,5.369,1.239,2.065,5.407,1.239,6.608,2.065,4.557,5.469,5.64,1.239,5.094,4.543,0.413,1.239,5.407,0.826
Negative_1047,0,1.496,6.197,0.961,2.137,2.885,1.068,0.428,4.84,1.282,2.457,6.518,4.662,4.511,4.388,3.205,4.325,3.419,3.098,4.06,4.341,0.961
Negative_1046,0,4.752,1.147,0.819,3.769,4.425,1.639,1.639,4.924,1.966,3.114,4.096,4.436,4.583,4.874,5.244,4.885,1.639,2.294,2.622,4.85,0.983
Positive_307,1,0.833,3.329,1.498,1.831,3.662,1.498,1.665,4.731,1.665,2.164,3.829,5.137,5.066,4.456,3.829,5.191,3.163,2.83,6.325,4.56,1.665
Positive_80,1,1.512,4.07,2.326,2.442,3.024,1.047,2.093,4.841,1.977,2.907,5.233,4.623,4.655,4.685,3.256,4.43,2.791,1.628,5.582,4.79,1.977
Negative_947,0,0.879,4.103,3.223,1.758,0.879,1.465,1.172,5.0,2.051,3.81,2.638,5.222,5.368,5.141,1.758,5.144,2.931,2.051,4.103,4.511,1.465
Positive_299,1,0.0,4.01,4.193,0.729,1.276,2.552,2.37,4.133,2.917,1.276,3.828,4.22,4.467,4.107,2.005,4.235,1.823,1.094,11.485,4.206,2.917
Negative_1207,0,0.897,3.249,2.465,1.793,1.121,1.457,0.784,4.799,1.457,3.922,3.81,5.065,4.851,4.576,1.793,5.045,4.482,2.017,6.051,4.957,1.344
Negative_869,0,2.089,2.089,3.342,3.342,5.431,0.418,1.671,4.706,0.0,2.507,4.596,4.284,4.099,5.027,2.507,5.163,2.089,2.089,8.356,4.653,0.835
Positive_1176,1,0.727,2.544,2.544,4.361,2.181,1.454,2.544,4.781,1.817,1.454,3.271,4.661,4.611,4.648,5.452,4.879,1.454,2.181,6.178,4.582,2.544
Negative_798,0,4.105,3.225,2.053,0.88,3.225,1.173,2.639,4.325,0.88,5.571,2.639,4.8,5.077,4.708,4.692,5.32,2.639,0.88,5.278,4.032,1.173
Positive_829,1,0.086,2.937,2.332,2.505,3.282,1.468,1.987,5.033,1.814,3.196,2.678,5.141,4.898,5.041,3.109,4.95,3.886,1.814,4.837,5.349,1.296
Positive_967,1,0.577,3.541,2.347,2.45,2.265,1.565,2.162,5.031,2.574,4.138,3.377,4.799,4.698,4.82,3.294,5.026,2.656,2.183,4.282,4.967,1.75
Positive_752,1,0.346,2.65,3.341,2.42,4.033,2.074,2.42,4.968,1.267,2.42,2.535,5.009,5.176,5.057,3.802,4.849,3.341,2.535,2.996,4.862,1.267
Negative_1123,0,1.113,1.484,1.855,3.34,3.711,1.855,2.227,4.954,1.484,1.855,3.711,5.133,4.923,4.344,1.484,4.289,4.825,1.484,4.453,5.022,1.855
Negative_585,0,1.692,3.693,3.385,2.154,3.077,2.0,2.308,4.804,1.692,2.615,3.846,5.234,4.684,4.838,3.385,4.91,3.846,1.846,3.231,4.717,1.231
Positive_172,1,1.466,3.095,4.398,3.095,3.747,2.118,2.443,5.214,2.281,1.955,1.629,5.221,4.938,4.903,3.747,4.724,2.443,1.466,4.562,4.801,1.14
Positive_367,1,1.661,2.595,2.802,2.387,3.01,2.18,1.972,4.782,2.802,1.557,3.321,4.843,4.827,4.774,4.67,4.793,3.113,2.18,6.123,4.615,1.246
Negative_913,0,2.06,4.532,1.236,0.412,5.768,0.412,2.884,4.406,0.412,4.944,10.3,4.54,4.148,4.6,0.412,4.025,0.412,5.356,2.06,4.028,1.648
Negative_393,0,4.913,1.889,1.512,0.756,3.779,0.756,1.512,4.49,0.756,3.402,5.291,4.175,4.349,5.114,2.268,4.976,5.291,2.646,3.402,4.632,1.889
Positive_190,1,0.866,3.934,1.613,2.4,2.242,1.338,1.101,5.174,1.652,3.462,2.715,5.067,5.144,5.122,3.265,4.978,3.698,2.361,5.429,4.99,0.747
Positive_349,1,1.16,2.278,3.271,2.899,2.858,2.153,1.905,5.244,2.568,3.023,3.562,4.947,4.974,5.175,2.733,4.95,3.52,1.325,4.556,4.851,0.952
Positive_1159,1,0.713,2.852,2.852,2.444,3.259,2.139,1.732,5.008,2.546,2.648,2.852,4.867,5.054,4.721,2.852,5.103,2.648,2.037,6.417,4.731,1.324
Positive_177,1,0.607,3.975,1.932,2.65,3.92,0.994,0.883,5.178,1.38,3.202,3.975,4.993,4.916,4.899,5.521,5.008,3.147,2.319,4.859,4.769,0.497
Positive_8,1,1.202,3.307,1.804,2.706,1.804,1.804,0.752,5.434,1.804,3.458,2.856,4.866,5.479,4.891,3.007,5.065,3.758,1.503,5.261,4.941,1.653
Negative_1066,0,2.157,3.02,0.0,1.726,2.589,1.294,0.863,5.118,2.157,5.177,6.04,5.564,4.644,5.313,1.726,5.301,0.863,1.726,4.314,5.22,0.863
Negative_504,0,1.297,3.565,0.0,2.593,1.297,0.324,1.945,4.97,0.972,4.862,4.538,5.55,4.697,5.123,2.269,4.525,4.538,3.889,5.186,4.37,2.269
Positive_302,1,0.983,2.86,2.816,2.771,2.279,1.475,1.653,4.729,2.592,2.279,4.513,4.925,4.761,4.781,3.307,4.902,3.62,2.637,5.541,4.685,1.117
Negative_404,0,1.123,3.595,3.145,1.797,3.819,1.797,1.123,4.791,1.348,2.246,3.37,5.543,4.682,4.982,4.268,4.899,4.044,0.449,4.268,5.01,2.022
Negative_1048,0,1.202,5.409,2.043,1.683,5.89,0.721,2.885,4.124,1.923,1.923,7.693,4.433,4.427,4.419,1.923,4.405,2.644,2.524,4.448,4.673,1.322
Positive_895,1,0.378,1.892,3.406,2.27,4.541,1.135,1.135,5.129,1.135,3.028,2.649,5.692,5.158,5.21,3.406,4.848,4.541,1.892,3.784,4.784,2.27
Negative_1145,0,1.495,3.887,1.495,1.794,2.093,0.598,1.495,4.443,2.99,4.186,4.784,4.729,4.856,4.458,2.99,4.958,2.093,4.186,7.176,5.085,1.495
Positive_720,1,1.449,2.608,1.787,2.221,3.236,1.401,1.835,4.863,2.27,2.705,3.236,5.102,4.828,4.926,3.912,5.08,2.994,2.511,6.858,5.012,1.352
Positive_1140,1,1.369,2.509,5.018,1.369,2.281,1.369,1.597,4.433,2.965,1.597,6.615,4.67,4.363,4.327,4.334,4.366,3.194,1.14,6.159,4.734,1.597
Positive_813,1,1.362,3.04,4.192,2.41,3.04,2.41,2.305,4.734,2.41,1.886,4.192,4.538,4.676,4.938,2.935,4.642,3.878,1.258,6.498,4.562,1.467
Negative_651,0,1.429,4.167,1.786,2.5,2.62,1.191,1.905,4.601,2.143,2.262,5.596,4.773,4.547,4.425,2.738,4.593,4.763,2.5,3.691,4.536,0.715
Negative_1285,0,1.683,1.683,5.05,0.841,0.0,1.683,5.05,4.03,8.417,0.841,4.208,3.301,4.058,3.538,0.841,3.158,7.575,3.366,10.941,4.07,0.841
Positive_448,1,1.353,3.019,2.238,2.343,2.498,1.874,1.458,4.854,1.978,2.759,3.696,5.012,4.92,5.017,3.644,4.765,4.008,1.978,3.904,4.928,1.405
Positive_840,1,0.127,2.732,1.207,2.478,1.715,1.588,1.969,5.313,1.779,3.812,3.367,4.944,5.094,5.01,2.414,5.261,4.002,2.795,5.591,5.19,1.08
Positive_618,1,0.839,3.355,3.355,2.516,4.25,1.565,2.516,4.87,2.181,2.572,4.417,5.031,4.929,4.901,4.082,4.849,2.572,1.957,5.648,4.517,1.565
Negative_1148,0,2.513,3.548,2.217,2.217,3.843,1.478,2.513,4.525,0.887,2.365,5.026,4.473,4.544,4.275,3.548,4.5,2.07,3.696,6.356,4.464,0.444
Positive_632,1,0.828,3.162,2.56,2.409,2.56,1.581,2.259,5.179,2.334,2.861,3.388,5.26,5.235,4.9,4.744,5.04,2.711,1.355,4.894,5.035,0.903
Positive_214,1,1.082,2.41,2.804,1.771,2.017,1.476,2.263,4.68,2.46,2.509,3.591,4.643,4.776,4.443,3.149,4.84,4.132,1.918,5.854,4.656,1.968
Negative_1093,0,13.921,11.5,0.605,0.605,3.026,0.0,1.21,3.063,0.605,3.026,9.079,3.522,3.456,2.846,1.21,3.685,0.605,4.842,1.816,3.469,0.605
Positive_891,1,0.0,3.281,2.671,2.824,2.061,1.984,1.755,5.191,1.45,3.816,1.984,4.989,5.147,5.019,2.976,5.209,4.274,2.137,4.274,4.881,1.068
Negative_985,0,1.673,2.23,2.649,2.37,2.509,1.394,2.509,4.92,1.812,2.927,3.903,4.735,4.839,4.852,5.297,4.857,2.509,1.254,5.436,5.033,1.533
Negative_896,0,0.93,4.186,0.93,0.93,0.465,0.465,1.395,4.999,1.86,6.046,3.721,5.135,5.344,5.317,1.86,5.375,2.79,2.325,6.511,5.102,0.465
Negative_288,0,1.839,1.839,2.043,0.613,2.452,2.452,1.43,4.912,3.065,2.043,4.291,4.518,4.24,4.31,2.452,4.874,3.678,1.634,8.378,4.727,1.021
Positive_931,1,0.665,3.42,2.85,1.52,3.325,1.9,2.28,4.66,2.565,2.85,5.32,4.958,4.634,4.731,2.565,5.0,4.085,1.235,3.515,4.666,2.185
Positive_133,1,0.771,1.85,1.619,2.313,4.008,1.311,1.464,5.381,1.927,4.548,2.082,5.46,5.608,5.553,4.394,5.397,2.929,2.235,4.008,5.365,0.848
Positive_1143,1,1.102,2.825,2.825,2.549,3.031,3.169,2.342,5.174,2.067,1.86,3.376,4.998,5.053,5.078,3.445,4.945,3.238,1.654,4.616,4.986,1.309
Positive_1149,1,0.627,1.951,1.324,2.996,7.526,0.767,2.648,4.295,1.394,7.247,8.223,4.928,4.403,5.178,5.505,4.763,1.882,2.021,1.185,5.052,0.627
Negative_214,0,0.246,6.393,1.475,2.705,1.475,0.246,1.475,5.292,1.475,5.164,3.443,4.763,4.962,5.091,2.459,5.367,2.459,2.459,4.18,4.83,0.983
Positive_1187,1,2.235,1.915,5.586,1.437,3.033,2.554,2.235,4.486,4.469,1.596,4.789,4.91,4.689,4.526,1.437,4.35,3.991,0.958,5.427,4.924,2.873
Negative_719,0,1.434,3.285,1.758,2.452,2.637,1.064,1.619,5.125,2.175,2.961,3.285,5.17,4.971,5.087,2.406,4.768,3.239,3.516,5.83,4.974,0.694
Positive_332,1,0.962,2.309,3.03,2.261,1.828,1.924,1.684,4.838,2.213,2.79,3.511,4.809,4.864,4.7,3.03,4.885,4.089,1.347,6.302,4.752,1.78
Negative_286,0,0.825,4.125,2.75,1.1,3.3,1.1,0.0,4.359,2.2,3.3,4.4,4.895,4.494,4.979,1.1,4.855,4.4,1.925,6.6,4.668,1.1
Positive_265,1,0.874,2.513,2.95,3.169,2.95,1.967,2.076,4.799,3.606,3.169,3.497,4.773,4.801,5.222,2.404,5.113,2.95,1.639,5.026,4.822,2.076
Negative_520,0,0.453,4.601,0.754,2.489,0.981,1.584,1.509,5.09,1.961,3.997,3.168,5.149,5.169,5.179,1.735,5.041,3.62,2.112,6.184,4.91,0.528
Positive_1109,1,0.861,1.894,1.722,2.584,3.1,1.378,1.206,5.141,2.584,3.617,5.167,5.103,4.586,4.825,3.789,5.195,3.272,2.411,5.512,4.749,1.378
Positive_934,1,0.634,2.008,3.276,2.959,2.324,2.43,2.536,4.765,2.641,3.592,3.17,4.748,5.045,5.138,1.796,5.043,3.909,1.268,4.966,4.745,1.585
Positive_1204,1,1.329,2.74,3.155,1.993,1.743,1.91,1.577,4.877,2.989,3.736,4.898,4.804,4.752,4.543,3.155,4.943,3.736,1.993,3.736,4.765,1.245
Negative_767,0,4.04,2.867,2.216,2.216,4.04,1.173,1.694,5.303,2.085,3.649,4.692,4.951,5.008,4.63,4.04,5.348,1.043,2.737,3.258,4.978,0.391
Negative_769,0,1.451,4.438,2.646,2.987,2.987,1.366,1.963,4.269,1.622,2.304,6.912,4.458,4.394,4.469,2.475,4.453,2.902,2.475,6.486,4.581,1.28
Negative_994,0,0.3,7.198,3.299,2.099,0.6,0.0,2.099,3.846,1.8,1.2,4.499,3.824,3.639,3.423,1.499,3.977,2.099,5.699,9.298,3.639,0.9
Negative_215,0,0.614,5.218,0.153,1.535,1.074,0.153,0.767,5.482,0.307,7.52,3.837,5.476,5.317,5.564,2.302,5.922,1.688,0.46,4.144,5.505,0.307
Negative_451,0,0.565,3.879,1.777,2.909,0.97,0.889,1.697,4.651,1.777,2.828,4.686,4.795,4.771,4.515,3.232,4.44,3.798,1.939,6.787,4.785,1.051
Positive_516,1,1.488,3.68,2.271,3.054,3.445,1.018,1.801,4.786,2.584,2.114,3.602,4.636,4.574,4.828,3.054,4.825,3.993,2.271,5.09,5.184,1.409
Positive_849,1,0.446,3.298,0.98,2.407,1.605,1.515,1.07,5.64,2.496,4.457,2.496,5.825,5.19,5.375,2.139,5.278,2.318,2.229,5.082,5.294,0.446
Negative_41,0,1.884,3.297,3.297,0.0,1.884,0.471,2.826,4.635,0.942,2.826,4.239,4.58,4.227,4.051,1.884,4.077,1.884,4.239,6.124,4.094,2.826
Negative_1080,0,0.631,2.944,2.103,2.103,1.472,0.631,1.577,4.965,2.419,2.419,4.626,4.936,4.507,4.554,3.47,4.842,4.626,1.788,6.204,4.774,1.051
Positive_167,1,0.695,2.934,1.853,2.934,2.934,1.621,2.007,5.446,3.011,2.779,4.169,5.044,5.095,4.889,2.47,4.696,2.856,2.316,5.327,4.861,1.081
Negative_105,0,0.986,2.795,1.973,2.301,1.644,1.973,1.48,4.673,0.986,2.466,4.438,4.762,4.748,4.721,2.959,4.791,2.959,3.616,7.891,4.646,1.48
Negative_193,0,3.458,5.62,0.432,0.864,2.161,0.0,0.864,4.731,1.729,1.729,8.646,4.764,4.305,4.142,2.161,4.834,2.161,2.594,5.188,4.468,0.864
Negative_910,0,2.485,3.727,2.07,0.414,0.0,0.414,1.242,4.638,0.828,2.899,7.04,5.046,5.081,4.665,4.555,4.89,2.899,3.727,5.383,4.455,1.242
Negative_387,0,1.066,3.555,2.014,2.014,3.199,0.592,1.422,5.012,1.185,2.607,4.503,4.945,4.8,4.533,2.725,4.665,5.332,3.436,6.398,4.722,0.948
Negative_754,0,1.058,5.82,1.058,2.293,0.882,0.706,1.235,4.597,2.117,4.233,4.41,5.13,5.339,4.919,2.469,5.115,4.41,2.469,4.056,4.874,0.706
Positive_203,1,1.19,2.578,3.074,2.776,2.974,1.19,2.181,4.992,2.974,2.974,3.173,5.461,5.156,4.94,2.875,4.93,2.38,2.082,4.858,5.121,1.487
Negative_782,0,0.303,2.12,3.029,1.515,2.423,1.212,3.332,4.026,0.606,1.515,9.693,3.459,3.377,3.724,1.818,3.648,3.938,1.212,4.544,3.831,2.423
Positive_611,1,1.793,1.537,1.793,2.305,4.099,1.281,2.049,5.074,1.793,1.537,1.793,4.689,4.973,4.743,4.099,5.263,2.818,3.074,5.636,4.712,1.281
Negative_452,0,1.396,4.188,1.919,2.094,1.047,1.396,1.919,4.675,1.745,3.141,5.06,4.548,4.705,4.534,2.792,4.86,3.839,2.617,5.932,4.672,0.698
Positive_533,1,0.74,2.465,3.451,3.697,2.958,2.218,2.218,4.836,1.972,2.465,1.233,4.856,5.226,5.236,2.958,5.287,2.218,2.218,5.669,4.444,1.479
Positive_1112,1,1.919,3.247,3.986,1.033,1.033,2.214,2.362,4.435,2.657,3.1,3.543,4.724,4.892,4.448,1.476,4.753,4.871,1.476,6.642,4.903,0.738
Negative_1182,0,0.515,2.575,0.0,4.121,0.0,0.772,0.257,4.25,0.257,3.348,4.893,4.38,5.141,4.624,3.348,4.316,2.318,2.06,8.757,4.945,0.515
Positive_613,1,0.379,3.415,2.403,6.957,5.313,1.771,2.024,4.402,2.277,1.012,2.53,4.639,4.771,4.974,6.831,4.658,2.403,1.897,3.289,4.779,0.632
Negative_1036,0,3.228,2.825,1.614,2.017,3.632,2.421,1.21,4.809,2.017,2.421,4.438,4.976,4.666,5.263,2.825,5.045,2.421,1.614,4.035,4.663,1.21
Positive_314,1,1.412,6.062,1.589,2.295,2.413,1.354,1.001,4.572,1.707,2.472,5.591,4.459,4.668,4.41,3.002,4.613,2.943,2.767,6.18,4.355,1.001
Positive_424,1,1.145,3.332,4.27,1.25,2.187,2.082,1.978,4.521,3.332,1.354,3.124,4.487,4.426,4.206,2.812,4.493,5.415,1.666,6.56,4.301,1.25
Negative_1275,0,0.487,4.754,3.047,2.194,1.95,0.732,1.584,5.028,0.61,3.413,4.754,5.101,4.622,4.716,3.9,4.693,1.829,2.925,3.291,4.706,1.463
