id,label,APAAC5,APAAC10,APAAC12,APAAC19,APAAC15,APAAC4,APAAC14,APAAC16,APAAC3,APAAC6,APAAC20,APAAC13,APAAC7,APAAC2,APAAC11,APAAC18,APAAC23,APAAC9,APAAC29,APAAC39,APAAC1,APAAC24,APAAC8,APAAC34,APAAC17,APAAC28,APAAC40,APAAC32
Positive_324,1,0.924,3.959,4.752,2.639,3.695,3.299,4.487,6.203,2.376,4.223,6.071,1.716,2.376,3.695,8.975,0.66,1.818,1.98,-2.803,-0.985,5.543,-0.568,5.543,2.614,2.639,0.492,-1.477,1.402
Positive_459,1,2.386,5.501,7.057,3.632,7.057,5.188,3.32,6.123,4.047,9.444,6.538,3.32,5.501,6.123,12.039,1.141,-3.194,1.972,-0.0,-1.571,5.188,-0.89,4.774,-0.157,4.359,-0.942,-1.099,1.257
Negative_1215,0,1.987,1.767,2.356,0.736,7.951,3.018,3.754,7.73,1.693,6.773,5.374,1.104,5.301,6.846,13.252,0.957,-3.388,1.693,-0.903,0.452,7.73,-1.942,6.699,1.897,3.607,2.981,0.452,0.632
Negative_1230,0,2.053,2.527,5.765,1.263,3.791,3.238,2.053,7.897,2.764,4.896,3.712,1.263,2.527,3.238,5.686,0.632,0.231,1.974,-0.363,1.484,3.238,-0.429,3.712,3.693,3.712,3.231,3.66,1.121
Positive_73,1,2.957,0.876,0.438,0.767,7.556,2.409,1.424,2.409,1.204,0.657,4.052,0.657,1.314,3.942,6.023,0.657,2.659,0.219,1.764,4.27,7.337,1.662,4.599,0.614,1.643,1.969,2.634,2.276
Negative_131,0,0.537,0.94,1.342,0.671,4.162,2.148,1.074,3.088,1.074,4.296,1.477,0.94,2.148,5.37,4.162,1.074,1.505,1.074,2.987,1.577,5.504,2.772,4.43,1.84,2.282,4.134,1.075,3.154
Positive_39,1,5.562,2.549,5.677,3.476,7.995,4.171,2.434,6.489,4.634,6.489,5.562,1.275,3.592,4.866,5.562,2.202,2.299,2.781,0.328,2.628,4.287,0.939,7.183,-1.642,7.068,-2.909,2.956,-2.628
Negative_885,0,1.737,2.98,2.731,1.737,8.441,5.213,5.462,6.952,1.49,4.966,9.186,1.241,2.98,8.938,10.924,1.241,-5.597,1.986,-1.734,0.594,7.945,-3.962,9.931,0.892,2.98,2.328,1.585,1.238
Negative_316,0,3.393,0.848,1.697,0.0,7.635,3.393,6.787,9.332,1.697,6.787,8.484,1.697,7.635,11.877,14.422,2.545,-4.242,1.697,-10.445,1.432,9.332,1.326,5.938,3.287,0.848,4.295,0.901,-5.726
Positive_897,1,0.0,4.958,8.374,3.306,2.974,5.509,1.983,4.517,4.517,3.636,4.517,2.203,4.187,2.644,6.611,0.33,-1.256,0.882,-1.789,0.228,3.746,-0.457,6.28,1.066,4.958,4.949,0.876,0.533
Negative_1048,0,1.399,2.379,6.858,0.84,6.298,1.959,2.239,8.957,3.359,2.239,3.079,1.539,2.939,2.239,5.179,0.0,2.9,1.819,0.165,0.725,6.158,2.999,3.499,0.89,2.939,3.988,2.142,1.615
Positive_54,1,2.468,1.851,8.021,2.468,4.319,1.851,0.617,3.702,3.085,2.468,9.256,0.617,2.468,9.256,4.936,0.0,1.262,1.851,8.378,-1.53,5.553,2.142,6.787,-1.53,4.936,-2.487,-0.191,7.192
Negative_258,0,0.785,3.143,8.642,7.071,7.071,3.143,3.928,5.499,1.571,2.357,5.499,3.143,4.714,1.571,7.857,0.785,-4.03,0.0,2.777,3.135,8.642,-2.597,6.286,-3.09,7.857,2.284,-1.478,0.224
Positive_1161,1,0.176,0.617,1.675,0.617,3.085,2.644,1.146,1.763,1.058,3.702,1.851,0.793,1.851,4.672,1.322,0.264,1.456,0.353,0.91,2.548,3.085,3.185,4.407,3.44,1.322,3.768,2.985,4.605
Positive_874,1,0.963,4.563,3.853,4.411,5.375,5.882,5.628,8.163,4.157,5.171,5.375,1.318,4.057,5.324,8.619,2.687,-2.149,2.992,-1.856,-0.244,7.554,-2.345,6.389,1.71,5.222,1.417,-1.026,-0.147
Negative_109,0,5.179,4.069,2.959,1.11,5.179,3.329,2.959,4.069,5.179,2.219,3.329,1.849,5.548,2.59,11.467,1.11,1.228,2.219,-1.059,0.932,6.289,0.381,7.399,1.906,6.658,-1.186,-1.271,2.668
Negative_548,0,1.997,2.814,4.539,1.815,8.443,4.176,3.359,8.987,3.541,4.539,4.902,2.542,8.352,3.813,7.988,1.271,-1.117,2.451,-3.011,-0.146,8.715,-0.583,7.353,2.72,5.538,1.554,0.583,0.097
Positive_663,1,0.472,7.083,11.332,4.722,5.666,5.666,4.722,5.666,3.305,9.443,4.722,3.778,2.361,5.666,14.166,0.472,-1.782,1.416,2.725,-0.367,7.555,1.205,4.722,-0.0,1.889,1.048,-2.463,-4.769
Positive_1211,1,1.876,7.506,4.066,3.441,3.753,6.255,4.691,8.131,2.502,5.942,5.63,2.502,3.127,5.942,11.572,1.563,-5.917,3.127,-2.851,0.592,9.382,-3.12,12.823,1.56,3.753,-0.861,2.474,-5.325
Negative_1124,0,4.338,2.479,3.874,4.338,5.734,6.663,3.874,8.523,3.564,6.663,9.452,1.705,4.184,6.663,11.002,1.549,-3.545,3.099,1.258,1.772,11.156,-3.316,10.536,-3.545,4.958,-1.029,0.686,-1.715
Negative_759,0,3.335,2.335,1.668,2.002,5.837,3.335,1.668,6.171,2.002,4.67,4.503,1.0,3.169,6.337,6.504,1.334,1.017,3.002,1.877,-2.268,6.504,1.682,8.672,2.425,4.169,-0.196,-1.643,1.447
Positive_631,1,1.645,5.403,7.047,3.759,3.993,4.933,4.464,5.168,3.288,5.638,5.873,5.168,2.819,4.464,9.397,2.114,-0.935,2.819,-5.709,2.707,7.752,0.935,7.752,3.199,4.933,-1.181,3.986,0.394
Negative_1057,0,3.267,2.831,1.96,1.307,6.098,5.226,3.702,7.84,2.831,5.662,8.493,1.742,3.267,5.444,10.018,1.524,3.509,3.702,-5.171,2.909,5.88,2.678,4.791,2.355,6.751,-1.847,1.062,0.97
Negative_346,0,4.251,1.417,1.417,2.834,1.417,4.251,2.834,5.668,1.417,4.251,2.834,1.417,4.251,4.959,7.085,0.0,3.046,1.417,1.807,-0.177,10.627,4.322,2.834,5.845,5.668,-0.602,4.109,3.826
Negative_72,0,1.597,1.369,2.739,1.826,5.933,2.51,2.054,4.564,0.913,4.107,4.107,1.826,4.107,6.846,6.161,0.685,-4.59,1.141,3.638,2.618,7.074,-2.346,5.705,4.862,2.739,0.136,1.428,4.046
Positive_515,1,0.55,0.55,4.953,1.101,0.0,4.403,2.752,2.752,2.752,6.604,4.953,1.651,1.651,0.0,6.054,0.55,-1.862,1.101,-2.613,1.733,3.853,2.173,3.302,5.794,2.201,7.165,6.544,4.009
Negative_888,0,0.633,3.797,5.696,0.633,8.228,0.633,0.633,3.165,3.797,5.696,3.797,1.899,3.165,2.531,1.899,0.0,0.529,0.0,-1.949,4.4,4.431,5.737,3.797,8.131,1.266,1.448,8.271,2.785
Positive_1146,1,0.355,1.774,3.051,0.993,2.767,3.051,1.135,6.102,1.774,3.476,2.838,0.709,2.128,3.618,2.909,0.284,1.803,1.986,3.278,2.037,3.973,2.131,1.916,3.863,1.986,3.489,2.81,2.037
Negative_862,0,0.566,1.131,2.262,1.131,3.958,0.566,1.696,7.35,1.131,0.566,4.523,2.262,0.566,4.523,2.827,1.131,2.469,0.566,2.334,4.993,5.088,0.109,7.35,1.248,5.088,3.419,2.849,0.326
Negative_1063,0,2.138,3.848,3.421,3.207,7.055,4.276,4.49,5.345,2.565,7.269,8.766,2.565,6.414,7.911,11.759,0.214,-4.136,1.925,-0.265,2.015,10.903,-3.818,8.124,2.704,3.848,1.803,1.962,1.697
Positive_1018,1,1.243,4.809,5.472,5.306,4.146,5.555,4.312,5.058,4.395,6.716,5.223,2.072,2.736,3.317,6.135,1.575,1.192,3.4,-0.618,0.486,4.229,0.662,6.384,1.457,6.218,1.192,-0.132,-2.737
Positive_946,1,0.846,4.548,2.962,1.481,2.327,1.481,2.75,4.125,2.327,2.221,3.597,1.798,1.904,2.01,6.029,0.846,2.01,0.634,4.503,1.272,3.067,1.196,2.01,1.73,3.914,2.925,-0.178,1.654
Positive_688,1,3.612,4.334,3.973,5.779,5.057,9.03,5.057,4.334,5.057,6.863,7.585,2.167,5.057,7.223,11.196,1.806,-8.203,3.612,-9.096,-0.893,4.695,-7.478,8.307,5.525,6.863,3.013,2.511,-0.893
Negative_226,0,4.747,3.02,9.494,5.178,10.789,2.59,3.02,6.473,2.158,7.768,4.316,2.59,4.316,3.884,9.494,0.432,-2.978,2.158,-1.737,0.695,5.61,-6.501,5.178,3.871,6.042,7.295,1.439,-0.397
Positive_635,1,1.714,5.315,6.343,3.428,5.142,4.115,7.2,6.685,6.858,6.343,5.657,2.228,3.428,4.115,9.428,3.257,2.683,1.714,0.413,-2.632,5.829,0.516,8.057,0.413,6.343,0.98,-1.754,-2.322
Positive_245,1,0.813,3.861,4.675,2.642,4.065,4.269,5.691,6.097,2.845,5.285,5.081,1.423,5.081,6.301,13.211,1.22,-5.332,2.845,-4.847,-2.521,7.52,-4.023,8.942,1.406,5.081,3.635,-0.776,1.987
Negative_832,0,9.102,6.068,5.057,7.08,7.08,9.102,4.046,4.046,6.068,12.137,6.068,3.034,7.08,7.08,6.068,1.011,-3.919,6.068,-8.028,3.919,8.091,7.775,5.057,-3.54,7.08,0.885,4.551,-5.879
Negative_968,0,1.736,2.314,4.339,2.604,8.968,2.893,4.05,8.1,4.629,4.339,7.232,2.025,4.629,2.604,11.572,0.868,6.527,2.893,-1.514,-0.313,8.968,3.394,12.15,-3.342,7.522,3.238,0.47,-1.149
Positive_766,1,1.243,5.386,6.215,4.351,6.215,5.593,4.351,4.144,5.8,6.422,9.737,4.558,5.179,4.558,6.422,1.864,-5.936,1.864,-6.368,-1.565,8.7,-3.238,9.529,3.4,5.8,3.184,-1.403,2.428
Negative_386,0,2.331,2.331,3.729,1.865,5.127,2.797,1.865,5.594,2.797,6.06,6.06,0.932,3.263,6.06,15.383,2.331,-6.883,1.398,-1.934,3.509,9.323,-5.038,5.594,7.827,5.127,-1.125,6.568,-0.36
Negative_18,0,4.57,4.57,4.57,2.285,18.28,11.424,9.139,13.709,6.854,4.57,6.854,6.854,2.285,13.709,20.563,2.285,-19.314,6.854,2.527,-13.087,22.848,-6.408,13.709,0.542,4.57,-5.415,-4.061,-4.152
Positive_256,1,2.359,6.361,2.77,2.359,2.77,2.975,3.693,6.053,4.411,3.078,4.411,1.641,2.257,2.975,9.028,0.615,2.21,2.462,2.709,-0.071,4.719,1.283,2.667,0.927,3.693,0.143,-0.57,0.392
Negative_371,0,1.017,1.017,2.035,1.017,8.478,2.713,1.696,5.426,0.678,5.765,2.035,0.678,4.07,5.426,3.052,1.356,0.773,1.696,1.869,-1.192,4.747,3.737,9.495,2.126,2.035,4.253,2.191,2.964
Negative_369,0,2.554,2.554,3.467,1.642,2.372,1.642,2.19,4.014,2.007,4.562,3.649,0.912,2.19,2.737,5.474,0.912,-1.918,0.73,2.154,3.311,3.102,-0.893,1.642,2.181,4.197,3.048,3.705,2.286
Negative_134,0,1.803,1.803,4.958,4.057,5.859,4.507,1.353,8.113,2.254,7.212,7.212,2.254,3.606,7.662,7.662,0.451,-1.041,3.155,-9.844,-4.496,9.015,1.846,7.662,-0.0,4.057,4.591,-1.278,-1.846
Negative_187,0,2.219,4.439,2.219,4.439,15.536,6.658,4.439,13.316,0.0,4.439,6.658,2.219,6.658,4.439,8.878,2.219,-5.123,8.878,19.228,11.069,8.878,-3.099,11.097,-5.946,8.878,-8.855,5.946,0.569
Negative_747,0,4.489,3.43,3.481,2.724,6.809,5.043,2.622,7.212,3.379,6.557,6.002,1.16,3.883,4.237,8.02,1.665,1.491,3.228,0.361,-0.09,4.539,1.31,6.91,0.0,4.943,0.542,1.039,0.09
Negative_247,0,1.691,2.255,2.819,3.383,5.638,5.074,6.203,6.203,0.564,5.074,9.585,1.128,9.585,8.458,13.532,1.128,0.399,2.819,-4.043,2.392,13.532,-0.797,8.458,1.139,6.767,-3.018,0.342,-0.456
Negative_274,0,0.806,0.806,3.226,2.419,5.646,0.806,3.226,4.84,3.226,1.613,4.033,0.806,4.033,12.905,8.872,2.419,5.055,3.226,-0.044,-3.78,7.259,1.187,8.065,4.088,9.678,1.407,0.879,2.681
Positive_564,1,0.585,6.723,6.431,4.385,7.6,4.093,3.215,5.846,4.677,4.385,6.431,2.046,7.307,3.215,9.938,3.799,-3.361,1.461,-2.975,2.259,11.691,-2.534,8.476,0.992,7.892,-0.716,2.755,-2.7
Positive_62,1,1.464,8.054,3.112,1.647,5.125,6.956,2.563,4.21,3.295,5.309,8.603,2.929,3.478,4.393,7.505,1.282,-0.623,3.844,1.764,0.778,12.447,-2.958,10.067,-1.142,7.505,-0.882,0.519,2.128
Negative_1183,0,9.068,2.267,4.03,4.03,5.29,3.778,1.008,7.053,2.015,3.023,3.023,1.008,0.504,5.29,6.045,0.0,-1.48,0.504,-1.606,5.101,1.763,3.149,2.015,3.086,1.259,1.826,4.754,-2.078
Negative_655,0,4.509,2.049,3.279,1.23,5.328,2.049,3.279,10.246,4.918,2.049,9.017,0.41,2.049,2.049,5.328,0.82,3.553,1.23,2.665,-0.404,4.918,1.897,2.869,-1.332,13.116,-1.373,-0.323,-1.615
Negative_1049,0,2.803,1.968,4.771,1.074,7.752,3.161,2.385,9.422,1.968,4.771,4.472,1.252,3.578,3.578,5.606,0.179,-2.267,3.578,0.378,0.529,5.486,0.302,4.175,3.249,3.578,2.229,2.607,0.907
Positive_529,1,2.817,8.452,6.439,2.415,4.025,6.037,3.622,6.842,4.025,8.049,11.671,4.829,3.622,4.427,6.439,1.207,-5.295,1.61,-0.446,-0.836,9.659,-3.289,8.854,4.069,6.439,-0.669,0.836,-7.637
Negative_659,0,1.918,2.878,0.411,1.781,2.192,0.822,2.604,3.563,0.822,0.959,3.837,0.685,1.096,2.055,5.755,1.096,5.295,0.822,2.978,3.199,5.07,2.383,2.192,2.537,3.563,1.324,1.677,1.985
Negative_884,0,6.389,4.97,3.55,1.775,6.389,3.55,4.615,7.099,4.259,5.324,4.97,3.194,4.97,4.259,9.584,1.065,3.704,3.55,-0.701,-1.051,7.454,2.603,6.034,-1.702,7.099,-0.35,-2.853,1.151
Positive_954,1,3.788,5.276,7.846,2.3,4.735,4.87,6.358,4.464,4.464,7.576,4.33,3.788,3.924,4.87,8.658,1.352,-1.098,3.246,-0.0,2.865,4.6,0.573,5.412,-1.146,3.652,0.239,2.197,0.621
Negative_599,0,3.364,4.485,3.504,4.204,6.727,4.765,4.204,6.587,3.644,4.906,4.906,2.242,4.765,5.606,11.913,2.103,0.648,2.523,4.434,-1.943,6.447,-0.1,5.606,1.345,7.148,-0.149,-1.345,-0.05
Positive_632,1,1.519,4.695,4.695,2.899,5.799,4.418,4.281,6.214,4.142,8.699,4.971,1.657,2.486,5.247,8.976,2.209,-1.042,1.933,-1.495,2.672,5.385,-0.815,6.214,0.996,4.142,2.899,0.906,-2.355
Positive_1094,1,0.958,2.108,2.588,3.354,4.409,3.163,4.217,6.038,2.588,3.834,4.505,1.725,3.546,4.696,10.926,1.725,0.509,1.821,0.908,1.998,3.258,0.291,4.121,1.853,3.067,2.761,1.235,0.254
Negative_390,0,8.18,1.363,4.544,1.818,4.544,4.998,3.181,6.816,3.635,4.544,5.907,2.727,1.818,5.453,4.998,0.909,-4.473,1.363,4.557,1.421,4.089,-2.676,8.18,-1.421,4.544,1.129,3.763,7.483
Positive_1129,1,0.0,3.536,3.536,0.884,0.884,7.513,3.536,1.768,2.652,9.282,3.094,4.419,2.652,2.652,3.978,0.0,-6.124,0.442,-4.972,-6.849,4.862,-0.099,4.862,6.882,5.304,8.199,1.482,2.107
Positive_519,1,1.216,3.446,2.027,2.027,1.52,1.824,4.155,3.04,1.419,2.027,3.243,1.317,1.317,2.534,4.662,2.027,1.702,1.824,6.352,1.27,2.23,1.007,2.838,1.989,3.243,3.284,0.288,2.349
Positive_819,1,2.572,6.313,4.91,2.923,5.261,5.261,3.508,6.899,6.08,5.145,6.431,2.456,3.273,3.508,8.769,1.87,-2.931,3.741,1.634,1.105,5.612,-3.268,6.197,-1.297,5.378,-1.201,0.721,1.394
Negative_412,0,2.65,6.577,4.221,2.258,4.123,3.731,3.044,8.148,6.086,5.498,6.185,1.276,3.731,5.89,8.344,1.276,0.469,2.749,-3.003,3.895,5.302,2.956,9.031,3.05,3.731,-1.971,2.909,-1.549
Negative_345,0,1.209,0.302,0.756,1.209,2.418,1.965,0.907,4.685,0.302,4.534,2.418,0.605,2.418,6.952,6.65,0.453,5.593,0.605,-3.08,4.73,4.837,3.252,4.534,2.168,1.511,2.932,3.4,2.562
Positive_1015,1,1.604,5.082,5.616,4.546,4.546,6.686,6.42,7.222,3.744,7.489,8.559,2.14,6.954,8.024,12.838,2.408,-8.926,7.489,0.121,-2.413,7.489,-5.428,6.954,-2.111,4.814,-1.628,-2.111,-2.473
Positive_332,1,1.05,3.309,1.996,2.101,2.522,2.469,2.417,3.835,1.839,3.309,4.465,1.944,1.471,3.047,6.882,1.05,2.337,1.313,2.394,2.194,4.518,0.712,4.36,2.137,3.099,1.596,1.026,1.396
Positive_262,1,2.484,4.968,6.003,3.519,4.553,7.037,4.968,6.83,3.519,5.796,7.658,2.691,3.312,3.726,6.83,1.035,-3.912,1.656,-0.095,2.195,8.28,0.048,6.21,1.622,4.346,3.149,3.769,1.479
Positive_67,1,2.256,3.818,3.934,2.141,7.29,3.413,3.008,8.099,3.76,5.901,5.207,2.372,3.645,4.976,9.487,1.909,0.375,2.314,-0.047,-0.422,6.422,1.453,9.487,-0.0,4.281,0.984,0.281,-0.187
Negative_331,0,1.321,1.028,4.184,1.101,4.551,2.349,1.248,7.561,2.203,4.845,3.083,0.441,2.569,4.111,5.946,0.367,2.547,1.542,-0.767,-0.921,5.065,3.406,5.065,4.725,2.789,3.958,1.135,3.16
Negative_289,0,2.256,1.504,2.256,1.504,10.528,2.256,3.008,15.792,0.752,3.76,1.504,2.256,2.256,3.76,4.512,1.504,-0.129,3.008,3.129,-1.586,10.528,-1.757,7.52,-1.286,5.264,2.143,-0.0,0.214
Negative_200,0,2.668,5.869,5.869,2.668,5.335,5.335,4.802,8.003,3.735,5.869,7.204,2.668,4.802,3.468,11.472,0.801,-5.619,4.802,-3.241,-0.108,8.537,-5.781,7.736,5.565,6.403,-0.702,0.81,3.674
Negative_75,0,0.834,2.502,2.595,2.039,2.687,2.317,3.151,3.614,1.668,1.761,3.985,0.926,1.668,1.483,7.321,1.205,3.46,0.556,1.781,1.247,3.429,1.755,3.892,1.984,3.243,2.417,1.043,1.552
Negative_614,0,3.265,4.354,0.0,4.354,2.177,2.177,4.354,8.707,2.177,1.088,4.354,3.265,3.265,2.177,5.442,0.0,1.396,1.088,1.737,3.722,3.265,3.195,5.442,1.458,1.088,-1.551,4.032,0.9
Positive_216,1,1.675,5.024,7.746,2.512,4.396,5.024,5.652,7.327,5.024,7.955,6.699,2.722,2.722,4.815,9.42,1.047,-1.311,1.047,0.243,1.991,6.49,-1.408,4.396,1.068,5.442,5.245,2.283,-2.283
Positive_812,1,1.679,4.12,3.357,2.746,5.34,3.815,4.12,6.409,3.204,2.594,6.562,2.289,2.136,3.967,8.239,1.679,1.824,1.068,3.533,1.064,4.73,2.052,2.594,0.608,5.34,0.304,0.798,1.52
Positive_623,1,0.706,2.824,2.471,0.706,3.177,2.118,1.059,2.118,1.412,2.471,3.53,1.765,2.824,2.118,2.471,0.706,3.269,0.0,3.873,1.479,4.589,0.916,2.824,5.519,1.765,2.686,2.978,1.853
Positive_269,1,1.785,4.045,3.093,3.212,3.332,1.666,3.926,2.737,3.093,2.855,4.164,2.022,2.618,2.974,5.711,1.666,2.629,1.904,1.874,1.843,3.688,1.874,2.618,1.209,3.332,1.118,2.659,1.783
Positive_587,1,1.907,6.674,6.912,3.576,3.576,4.291,4.291,3.337,3.813,7.628,5.006,3.099,4.768,6.198,6.436,1.192,-4.867,1.192,1.305,3.763,11.441,-1.555,9.773,0.452,5.244,2.208,1.706,-2.208
Positive_774,1,1.334,9.344,6.229,2.224,3.56,3.114,3.56,5.784,4.45,4.894,5.784,2.67,0.89,3.56,6.674,0.89,-2.719,4.004,-1.122,-3.798,5.784,-5.136,5.34,2.805,6.229,-0.173,-3.582,0.734
Positive_57,1,1.578,1.722,0.574,1.005,3.731,1.435,2.009,5.022,0.861,1.578,4.304,1.435,1.291,4.161,7.031,1.578,3.46,1.291,2.156,3.008,6.744,1.65,3.444,1.65,2.439,2.662,0.665,2.342
Negative_401,0,2.166,6.806,5.878,3.712,10.827,7.734,6.496,8.971,5.259,4.64,7.424,5.259,5.259,5.568,12.683,2.166,3.824,3.712,-3.5,-2.852,7.424,4.083,11.755,-4.99,5.878,-2.787,-2.268,-3.953
Positive_128,1,2.164,2.524,4.327,2.164,3.606,4.868,3.606,5.589,1.803,6.31,7.572,2.164,4.868,5.77,10.998,1.443,-4.8,1.983,-3.911,1.244,7.392,-1.511,6.852,1.378,2.884,2.267,3.022,1.067
Negative_108,0,2.57,1.285,7.708,0.0,5.138,1.285,3.854,3.854,3.854,3.854,1.285,1.285,3.854,6.423,8.993,0.0,-1.526,0.0,-5.064,-7.631,7.708,2.046,3.854,1.665,2.57,13.077,-1.387,5.307
Positive_750,1,0.801,6.41,8.28,3.739,2.404,6.677,4.808,3.739,2.671,7.212,6.143,3.205,4.541,2.404,8.013,0.267,-0.972,1.335,0.665,4.501,11.218,0.409,10.951,-2.097,7.479,-0.307,3.223,-5.78
Negative_733,0,1.424,0.712,0.712,3.559,7.118,2.847,4.983,2.136,0.712,3.559,2.847,2.847,4.271,0.712,7.118,1.424,1.394,2.136,1.235,3.548,7.118,-1.109,4.983,-0.475,2.136,2.312,1.964,2.281
Negative_497,0,3.523,7.341,5.13,3.21,7.557,5.188,2.29,8.613,5.99,6.088,8.946,1.429,4.522,4.875,8.418,1.448,1.048,2.428,-3.861,-1.048,6.871,0.827,8.555,-0.11,7.89,-3.254,-1.324,1.048
Positive_600,1,2.121,7.637,4.666,1.697,2.545,5.091,3.394,5.091,3.818,6.364,8.909,1.697,3.394,2.545,9.758,0.0,3.789,2.969,3.593,2.067,13.576,0.64,9.334,5.758,3.818,-4.38,0.098,-1.28
Positive_603,1,1.392,8.811,6.957,3.246,6.493,10.666,7.419,9.275,5.565,7.419,8.811,4.174,4.174,9.275,11.13,1.392,-2.745,3.246,-3.844,-8.305,13.448,1.441,7.883,0.824,6.493,2.402,-2.265,-5.834
Negative_167,0,1.846,0.923,1.846,0.738,2.215,0.554,2.031,2.4,1.292,2.769,3.692,0.738,0.923,3.508,7.384,1.292,4.464,0.738,3.984,2.112,5.538,2.424,4.984,0.528,2.585,3.72,1.272,1.368
Negative_1170,0,0.51,1.401,1.401,1.146,2.803,1.784,2.165,3.057,0.637,1.529,4.459,1.019,1.529,2.165,7.516,0.764,4.069,0.892,4.851,3.465,4.713,2.705,3.057,2.213,2.165,2.772,2.951,2.258
Positive_475,1,2.416,6.176,6.176,5.102,6.981,5.638,3.759,9.935,2.954,4.564,9.128,2.685,4.564,3.222,11.008,1.074,-1.715,1.611,1.272,0.553,7.518,-4.812,10.471,-2.046,5.638,-0.719,-1.327,-3.429
Negative_991,0,6.61,3.085,2.644,2.644,5.289,3.085,1.763,4.848,3.525,4.848,3.085,1.763,1.322,3.525,7.932,1.763,-0.264,2.203,4.823,-1.583,4.407,0.641,3.966,2.411,7.051,-0.226,0.452,1.319
Negative_813,0,1.177,0.392,3.333,0.785,3.137,2.353,0.785,4.706,1.177,4.314,2.549,1.177,4.118,2.353,4.314,0.196,0.453,0.588,0.507,0.933,6.667,1.76,6.667,3.92,2.549,1.227,1.973,3.04
Negative_770,0,2.32,7.155,3.481,3.287,4.061,3.674,4.061,6.961,4.254,4.834,8.122,1.741,1.741,6.188,9.669,0.58,-3.837,3.674,2.059,2.761,5.414,-3.65,5.994,1.404,6.381,1.076,2.667,-0.983
Negative_94,0,2.442,2.08,3.617,2.984,6.691,3.346,2.532,7.324,1.809,4.973,3.617,1.989,6.42,3.708,7.868,0.724,0.582,1.718,1.206,0.083,7.324,-1.705,8.681,1.83,3.346,-0.083,0.083,-0.042
Negative_476,0,2.12,0.909,1.06,1.363,3.938,1.666,3.029,1.363,0.757,1.515,3.787,0.757,1.06,4.09,9.694,0.909,3.351,1.363,1.278,0.909,9.845,2.613,5.453,0.284,2.12,1.903,-0.511,1.477
Positive_705,1,0.484,3.15,3.392,1.817,3.513,3.392,1.454,8.237,2.302,3.877,3.513,1.09,2.907,5.33,4.967,0.363,2.677,2.181,3.402,1.984,3.997,0.724,3.15,4.504,3.877,2.898,2.047,-0.409
Positive_226,1,1.401,3.603,3.403,3.203,5.272,4.604,4.003,3.603,1.935,5.272,5.539,1.401,2.068,6.272,8.074,0.601,-3.049,2.135,0.206,2.143,9.275,-1.112,6.739,2.39,4.003,2.637,2.678,-0.041
Negative_344,0,3.288,11.508,6.576,2.74,7.671,3.836,1.644,3.836,7.123,7.671,8.767,3.288,3.836,3.836,5.479,0.0,-1.197,1.644,1.249,-2.03,6.576,-1.406,7.671,1.77,7.123,2.343,-1.093,6.455
Negative_1086,0,6.45,1.759,2.346,0.586,7.037,1.173,3.519,7.037,4.691,4.691,3.519,1.173,4.691,9.969,9.383,4.691,-4.802,0.0,-3.963,6.993,10.556,-5.455,7.037,4.149,2.932,1.259,6.061,-4.569
Negative_1188,0,1.829,7.315,3.292,3.292,8.412,3.292,1.097,5.852,2.195,5.486,6.218,4.023,6.584,6.218,9.875,0.732,-2.736,2.56,2.432,-0.507,11.338,-2.077,7.315,3.343,4.389,-0.405,2.685,-2.128
Negative_352,0,4.344,4.964,7.758,4.344,4.344,4.964,1.552,4.964,3.414,4.344,3.103,3.103,3.103,5.275,7.758,1.242,-1.651,0.93,-4.952,2.606,7.758,2.085,4.654,1.998,4.964,2.302,2.606,1.911
Negative_408,0,1.108,1.661,2.492,1.661,6.092,3.877,3.6,6.646,2.77,7.2,6.092,0.831,6.092,9.97,17.447,2.492,-9.011,3.6,1.709,-7.509,8.585,-6.422,7.477,0.621,3.877,5.593,-6.939,-1.916
Negative_5,0,0.826,3.301,7.427,0.412,4.126,3.714,2.888,7.015,3.301,3.714,5.364,2.063,4.126,6.189,10.728,0.412,-1.06,2.063,-0.53,-2.826,5.777,1.015,7.84,1.854,7.015,-0.397,-0.309,4.812
Negative_696,0,1.079,2.158,6.474,4.316,5.395,4.316,4.316,3.238,1.079,1.079,3.238,3.238,6.474,6.474,5.395,0.0,4.075,2.158,-2.244,-0.311,2.158,1.312,2.158,-4.213,4.316,0.829,2.521,3.384
Positive_854,1,1.856,6.033,6.033,3.712,3.712,3.944,5.336,10.904,6.264,6.264,6.496,3.944,5.8,3.016,9.745,1.856,-7.672,3.712,0.578,0.736,6.728,-3.836,6.496,-0.158,3.249,-3.048,-1.314,-0.315
Negative_982,0,3.275,1.433,1.433,1.023,2.457,1.842,3.071,6.142,0.204,2.661,4.094,1.228,3.89,4.708,9.008,1.023,0.655,1.842,2.85,-1.408,7.165,1.146,5.732,2.555,3.275,1.605,-1.474,3.275
Negative_638,0,4.91,3.783,5.755,3.904,5.071,6.279,4.024,9.015,4.145,5.876,7.003,1.007,3.622,4.587,7.687,1.167,2.055,1.892,-1.855,-1.404,5.634,4.411,7.969,-0.752,6.922,-0.852,0.551,-0.551
Positive_838,1,0.27,4.592,7.023,2.161,3.782,5.673,6.213,6.753,4.592,5.132,7.834,3.241,4.592,4.052,10.265,2.161,0.486,1.08,0.972,-2.431,10.805,-1.135,9.995,0.594,7.834,-7.347,-2.053,1.675
