id,label,C,P,I,K,D,Y,F,S,N,E,V,Q,R,L
Negative_1278,0,2.603,3.037,2.82,2.82,2.603,4.121,6.725,7.375,1.952,3.254,8.677,3.037,5.423,16.486
Negative_331,0,2.153,7.416,1.675,6.818,3.828,1.794,2.033,12.321,3.589,7.895,5.024,4.187,6.699,9.689
Positive_33,1,3.349,5.502,5.263,4.306,2.871,2.392,5.742,9.091,4.067,2.871,8.373,3.589,5.742,7.416
Negative_1193,0,7.143,2.381,3.571,2.381,1.19,16.667,5.952,9.524,2.381,2.381,1.19,0.0,7.143,7.143
Negative_1292,0,1.132,4.668,0.849,3.253,2.122,0.849,0.849,9.194,0.99,13.296,3.678,6.789,17.822,8.628
Negative_1156,0,7.792,10.39,1.299,7.792,5.195,0.0,2.597,9.091,1.299,7.792,2.597,2.597,6.494,6.494
Positive_243,1,0.932,8.256,2.929,3.196,4.261,4.527,5.593,5.992,3.728,5.726,7.057,3.995,5.859,9.188
Negative_498,0,0.526,14.737,3.158,6.842,3.158,0.526,3.684,11.053,4.737,7.895,3.158,2.632,6.316,3.684
Negative_585,0,3.293,7.186,6.587,5.988,4.192,3.892,3.293,7.485,4.491,6.587,7.485,3.593,5.09,6.287
Positive_781,1,0.765,5.485,6.122,5.357,7.781,3.699,3.699,5.995,4.337,6.633,7.908,3.954,5.102,7.143
Positive_333,1,3.614,3.133,5.06,4.578,4.096,2.41,4.337,7.47,3.373,5.542,6.506,4.819,5.783,8.916
Negative_118,0,2.113,2.817,7.746,2.113,1.408,2.113,7.042,10.563,2.113,2.817,5.634,4.225,5.634,9.155
Negative_1143,0,1.181,8.268,0.787,1.181,3.543,1.969,2.756,8.268,0.787,4.724,7.087,3.543,6.693,16.535
Negative_84,0,1.629,8.758,3.055,3.666,4.684,1.629,3.055,5.499,1.426,6.11,8.961,4.073,8.147,10.387
Negative_462,0,4.148,5.677,2.62,4.367,3.712,1.528,3.057,8.079,3.275,5.895,6.114,5.24,3.493,9.17
Negative_422,0,1.242,3.106,6.832,2.484,1.863,5.59,9.938,6.211,4.348,3.727,8.696,4.969,4.348,11.18
Negative_236,0,4.743,3.557,5.929,3.162,4.348,4.348,6.324,7.905,3.953,5.138,5.534,1.976,4.348,11.462
Negative_893,0,3.774,6.604,6.014,4.009,3.184,3.302,5.66,9.08,3.774,4.599,7.193,3.42,4.245,9.788
Positive_165,1,2.103,4.207,8.222,4.398,2.868,2.486,7.648,8.031,2.486,4.971,8.222,2.677,3.824,10.707
Negative_291,0,2.643,12.775,2.203,2.643,1.762,1.322,1.322,8.811,0.881,5.727,6.167,4.846,6.167,8.37
Negative_1192,0,10.345,1.724,0.0,0.0,0.0,22.414,5.172,6.897,0.0,1.724,0.0,0.0,10.345,3.448
Positive_105,1,1.397,5.389,9.98,4.192,1.597,3.593,6.786,6.986,2.794,4.192,8.982,1.996,3.992,12.375
Negative_1080,0,1.207,5.634,4.024,2.817,4.024,1.207,4.628,8.853,3.018,6.64,8.853,3.421,4.628,11.871
Negative_713,0,1.22,11.28,1.829,2.744,3.354,1.22,1.829,7.317,1.524,7.317,7.012,4.268,7.012,15.549
Positive_94,1,2.342,6.331,3.556,5.811,4.51,3.209,4.423,6.765,3.209,6.592,6.852,5.377,5.811,10.147
Negative_120,0,2.954,8.65,1.688,3.586,5.485,3.165,4.219,9.072,1.055,5.063,6.118,3.376,9.072,10.127
Positive_887,1,0.0,2.736,4.788,6.566,5.746,4.651,3.83,7.798,6.703,6.156,6.977,4.514,4.241,7.934
Positive_806,1,1.813,5.344,5.439,4.866,6.679,3.531,4.866,6.966,4.771,4.962,6.966,5.057,4.962,9.637
Positive_729,1,1.285,5.141,6.427,6.17,4.37,2.314,7.712,6.17,3.342,10.54,5.913,3.085,5.656,9.254
Positive_1164,1,0.0,1.953,7.031,6.641,4.688,3.516,3.516,6.641,5.859,8.203,8.203,3.516,4.297,10.156
Negative_268,0,2.069,9.31,3.103,4.138,3.103,2.069,4.138,9.31,2.069,6.552,5.517,3.103,7.931,6.897
Negative_339,0,6.863,4.902,5.882,7.843,2.941,4.902,0.98,12.745,7.843,4.902,3.922,3.922,3.922,8.824
Positive_1072,1,2.899,4.638,7.053,4.638,5.217,2.899,4.734,5.507,3.285,5.797,7.343,4.444,4.928,9.758
Positive_790,1,1.921,3.554,6.436,5.091,5.476,3.266,6.052,8.934,8.934,5.091,4.035,3.842,4.419,15.562
Negative_624,0,2.083,4.167,5.556,3.472,7.639,2.083,2.083,8.333,4.861,6.944,3.472,9.028,2.778,11.806
Negative_253,0,2.709,7.449,4.515,4.063,2.935,2.709,4.966,8.352,3.386,3.612,6.095,2.483,5.869,13.318
Negative_1290,0,2.14,5.058,2.335,1.362,2.724,1.946,3.696,10.506,2.14,4.28,6.809,6.615,6.226,14.981
Positive_416,1,0.601,3.407,7.014,6.613,6.212,2.405,6.012,6.212,6.613,5.611,5.812,4.208,4.409,10.822
Negative_697,0,3.974,8.609,5.96,7.947,3.974,2.649,3.974,10.596,3.974,3.974,10.596,7.285,0.662,8.609
Positive_223,1,0.356,3.203,7.829,16.014,6.406,4.626,2.847,8.185,8.185,4.982,6.406,1.423,1.423,9.253
Positive_941,1,3.005,2.732,10.109,6.284,4.098,3.552,4.372,9.563,3.005,4.645,7.377,1.913,5.464,11.202
Positive_618,1,1.616,6.466,6.466,8.19,4.849,3.017,4.203,8.513,4.849,7.866,4.957,3.772,4.957,10.884
Positive_62,1,1.411,4.938,7.76,2.998,6.702,1.587,2.469,4.056,3.175,5.115,8.289,3.351,4.233,7.231
Negative_1182,0,0.971,4.854,0.0,0.0,7.767,1.456,0.485,9.223,0.485,6.311,4.369,3.883,6.311,16.505
Negative_157,0,4.451,5.638,2.967,0.89,3.858,2.967,2.967,7.122,1.484,2.374,9.199,2.077,6.231,16.024
Negative_308,0,2.469,5.556,1.852,2.469,4.938,1.852,1.852,7.407,2.469,4.938,4.321,7.407,7.407,11.111
Negative_676,0,0.727,9.818,5.818,6.182,6.909,2.182,3.636,10.545,3.273,4.364,6.909,4.0,4.727,6.182
Positive_1063,1,1.321,4.095,6.341,6.341,4.491,3.303,4.359,6.605,6.605,6.209,4.756,4.095,7.266,7.398
Positive_596,1,0.238,10.476,0.238,2.857,4.524,3.81,3.333,1.905,1.667,8.333,5.476,1.667,11.667,14.524
Positive_1143,1,2.198,5.632,5.632,6.044,5.082,6.319,4.121,6.731,4.67,6.868,6.456,3.297,3.709,9.203
Negative_1309,0,2.406,7.888,4.679,2.273,4.412,3.61,5.348,10.561,2.54,3.342,5.882,2.406,5.481,13.102
Negative_567,0,5.556,1.389,0.0,0.0,2.778,23.611,6.944,6.944,2.778,0.0,0.0,0.0,5.556,4.167
Negative_189,0,0.0,9.016,0.82,2.049,4.918,1.23,2.459,6.148,1.639,9.426,5.738,3.689,12.705,6.557
Negative_1267,0,2.105,7.368,5.263,5.789,3.684,1.053,3.684,6.316,2.632,5.789,12.105,4.211,7.895,9.474
Negative_1210,0,1.117,5.587,5.028,3.352,2.793,0.559,3.911,8.38,5.028,4.469,8.38,8.939,2.793,17.318
Negative_1317,0,1.597,7.029,3.834,3.834,5.112,3.834,3.514,10.543,0.639,8.626,5.112,1.597,4.473,11.502
Positive_1168,1,0.45,4.054,5.856,9.91,5.405,4.054,4.054,6.757,3.153,9.459,4.955,3.153,5.405,14.414
Negative_1201,0,5.085,8.136,3.39,1.017,4.068,3.051,2.712,11.186,3.729,2.373,6.102,7.119,6.102,6.441
Negative_701,0,1.612,7.977,2.82,2.256,4.432,2.095,2.579,8.058,3.062,6.769,7.736,4.351,6.285,11.604
Positive_641,1,1.731,5.577,5.385,5.962,3.846,4.423,2.692,3.846,3.269,8.077,7.692,2.5,5.962,10.0
Positive_467,1,2.555,5.451,4.77,5.622,4.429,2.555,4.429,7.836,3.066,4.94,7.155,4.94,4.6,9.71
Negative_650,0,0.602,6.627,4.819,3.614,4.819,4.217,2.41,9.036,1.205,3.614,11.446,1.205,7.229,9.639
Negative_982,0,5.0,3.75,2.188,2.188,2.812,1.562,4.688,9.375,0.312,4.062,6.25,5.938,7.187,13.75
Negative_1202,0,2.308,9.005,4.072,4.299,5.339,2.353,3.394,10.407,4.253,5.249,5.747,5.385,4.208,9.276
Negative_809,0,3.468,5.0,5.636,3.179,5.52,3.671,4.971,9.249,4.711,4.884,5.578,5.0,4.509,8.092
Negative_212,0,4.348,1.449,2.899,7.246,5.797,2.899,2.899,15.942,5.797,2.899,4.348,2.899,2.899,11.594
Negative_677,0,1.639,6.967,4.918,6.967,4.918,1.639,3.279,6.967,3.279,4.918,10.246,3.279,5.738,10.656
Positive_325,1,1.993,7.973,5.316,5.98,2.99,3.322,7.309,4.319,2.658,3.654,6.312,3.654,4.651,9.967
Negative_623,0,0.0,10.27,2.703,1.622,7.027,1.081,0.541,6.486,2.162,13.514,6.486,6.486,3.784,7.027
Positive_1093,1,2.459,3.747,4.684,6.792,6.557,3.63,5.269,5.269,3.981,9.016,7.26,3.981,4.567,10.304
Positive_54,1,3.226,5.645,2.419,10.484,2.419,3.226,0.806,4.839,4.032,3.226,12.097,3.226,12.097,6.452
Negative_744,0,3.333,6.111,4.444,5.556,5.556,2.222,3.333,2.778,5.0,6.667,5.556,3.889,3.889,16.111
Positive_762,1,0.0,7.424,3.93,3.057,2.62,2.62,6.987,6.55,1.747,9.17,5.677,2.183,10.917,9.607
Positive_41,1,4.267,5.333,6.933,8.533,4.533,1.067,4.0,6.133,2.933,5.333,9.6,1.867,2.4,7.733
Positive_458,1,1.527,7.379,6.361,7.125,5.089,2.29,3.562,7.634,3.308,7.634,6.361,4.326,4.58,9.669
Negative_238,0,2.448,3.147,2.797,3.147,3.147,2.448,7.692,6.294,3.846,2.448,6.993,3.497,3.497,15.385
Positive_920,1,0.0,3.333,8.205,8.974,8.205,2.308,2.308,5.128,2.308,11.795,5.385,3.077,6.667,10.513
Positive_391,1,2.532,2.848,3.481,5.696,2.215,2.532,4.747,7.911,3.481,5.696,8.861,1.899,7.595,12.658
Negative_292,0,2.537,5.285,3.066,4.757,4.44,1.691,3.805,8.774,1.48,8.14,4.968,5.92,7.822,13.002
Positive_794,1,2.857,3.429,5.714,3.143,3.429,3.714,6.857,6.571,5.143,2.571,8.571,2.0,5.143,16.286
Negative_775,0,2.365,5.743,1.351,1.014,5.743,1.689,3.716,4.73,1.351,6.757,6.419,2.027,10.473,13.851
Positive_714,1,1.412,4.315,5.218,5.1,5.061,2.511,3.295,6.316,3.295,6.552,6.199,5.335,6.002,12.515
Positive_146,1,2.477,5.882,4.644,8.05,5.573,4.334,4.025,5.573,5.263,7.121,8.05,3.715,5.263,11.146
Negative_1048,0,2.123,9.554,3.609,10.403,2.972,1.274,3.397,13.588,5.096,3.397,4.671,4.459,3.397,7.856
Positive_389,1,1.786,7.143,3.827,4.592,3.571,2.551,4.082,4.337,2.551,5.867,8.163,5.102,6.378,13.01
Positive_1165,1,1.967,6.066,4.426,6.066,3.607,3.77,4.59,7.049,2.787,5.41,7.213,4.098,3.934,12.459
Positive_919,1,2.217,5.1,3.326,4.435,4.878,3.769,3.548,7.095,2.439,8.204,7.095,3.326,7.761,11.308
Positive_1187,1,4.13,3.54,10.324,5.605,2.655,4.72,8.26,8.85,4.13,2.655,7.375,1.77,2.95,10.029
Positive_270,1,1.523,7.868,2.876,6.345,4.061,2.792,2.876,9.475,3.553,6.937,6.261,3.807,5.161,8.46
Positive_258,1,1.942,0.971,5.34,5.825,9.223,0.485,0.971,4.854,6.796,11.65,4.369,6.311,8.252,7.767
Negative_517,0,2.177,9.02,3.421,4.821,4.51,2.022,3.577,7.465,0.933,8.709,7.776,5.599,6.376,11.82
Positive_475,1,2.184,6.311,5.583,5.583,5.097,4.612,3.398,8.981,2.67,4.126,8.252,4.126,2.913,9.951
Negative_541,0,1.863,6.689,3.726,3.218,5.758,2.371,3.641,7.451,2.71,5.927,7.705,5.08,5.927,11.516
Positive_1181,1,1.2,3.0,9.6,9.4,5.4,3.8,4.2,4.8,9.0,7.6,8.0,1.4,4.4,9.2
Negative_503,0,11.765,3.922,0.0,0.0,0.0,7.843,0.0,9.804,0.0,0.0,0.0,7.843,47.059,0.0
Positive_148,1,3.577,4.721,7.01,5.579,2.861,3.72,6.295,7.868,5.579,4.721,4.578,2.861,4.149,13.591
Negative_913,0,3.623,7.971,2.174,10.145,0.725,0.725,0.725,18.116,5.072,0.725,0.725,9.42,8.696,3.623
Negative_419,0,2.459,5.738,3.074,2.254,7.582,2.254,1.639,9.631,2.459,4.508,7.787,3.893,7.992,12.5
Negative_325,0,4.412,11.029,2.941,3.676,7.353,4.412,2.941,5.147,2.941,2.941,7.353,2.941,9.559,15.441
Positive_1162,1,0.0,6.667,9.524,7.619,4.762,0.0,3.81,3.81,2.857,5.714,6.667,2.857,12.381,7.619
Negative_1265,0,1.307,11.111,1.961,7.19,2.614,1.307,1.307,5.882,1.961,6.536,1.307,3.922,15.686,10.458
Positive_738,1,1.392,6.958,5.964,7.555,5.169,3.181,6.362,6.163,3.579,6.163,7.753,2.982,4.374,11.73
Negative_769,0,2.611,7.988,4.762,5.376,5.376,2.458,2.919,12.442,3.533,4.455,5.223,4.455,4.147,11.674
Negative_791,0,2.166,4.332,5.054,6.137,5.415,3.971,3.249,6.137,3.971,5.415,8.303,1.444,5.054,8.664
Positive_929,1,1.978,4.176,4.176,2.857,5.714,3.736,5.055,5.714,5.275,8.571,6.813,5.275,5.495,7.253
Negative_948,0,4.348,10.435,0.0,4.348,4.348,0.87,4.348,10.435,3.478,4.348,6.957,6.087,6.087,11.304
Negative_826,0,3.704,4.63,4.167,6.481,6.481,1.389,2.778,6.481,5.093,7.407,5.093,6.019,2.315,12.5
Negative_570,0,18.987,1.266,0.0,0.0,0.0,17.722,3.797,11.392,2.532,0.0,0.0,0.0,3.797,0.0
Positive_1037,1,1.711,6.274,5.703,7.224,5.133,3.992,3.992,7.985,3.422,8.365,5.323,3.422,5.513,6.844
Negative_652,0,3.906,6.641,6.055,4.688,5.664,2.344,2.93,12.109,6.445,4.688,4.688,3.32,2.148,7.031
Positive_717,1,0.0,4.0,5.867,6.8,5.333,3.467,3.867,7.467,5.333,6.133,6.933,5.067,3.6,7.067
Negative_721,0,6.897,7.302,3.043,3.854,5.477,0.811,3.854,7.708,2.637,8.519,5.477,3.245,4.462,11.359
Negative_858,0,4.145,9.845,6.218,5.699,4.663,2.073,2.591,10.363,1.554,5.699,6.218,2.073,2.073,14.508
Negative_978,0,3.044,6.557,3.123,7.728,5.308,2.81,3.044,11.163,5.308,6.479,5.074,5.699,4.137,7.728
Negative_392,0,4.99,7.069,4.366,3.119,2.079,2.911,3.534,8.316,2.703,5.405,7.9,4.366,4.574,12.89
Negative_256,0,2.0,6.667,6.0,4.667,6.667,3.333,2.0,4.0,2.667,7.333,7.333,2.0,8.667,9.333
Positive_84,1,1.303,8.306,1.466,1.629,4.723,3.42,4.723,5.863,2.769,5.537,8.795,3.909,7.003,11.238
Positive_504,1,1.242,1.242,5.59,8.075,14.286,1.863,5.59,3.106,3.106,14.286,4.969,3.106,2.484,8.075
Negative_370,0,2.542,10.169,7.627,5.932,6.78,1.695,2.542,14.407,0.847,3.39,1.695,3.39,5.085,11.017
Negative_1298,0,3.681,4.601,5.828,4.294,2.761,7.055,5.215,6.748,1.84,3.988,6.442,2.147,3.374,16.258
Negative_710,0,3.061,2.041,7.143,0.0,1.02,4.082,3.061,8.163,6.122,2.041,6.122,1.02,1.02,23.469
Negative_1226,0,2.941,7.059,5.294,1.176,3.529,3.529,4.706,7.647,1.765,7.647,5.294,4.706,5.294,12.941
Negative_789,0,2.299,8.046,3.448,2.299,3.448,1.149,2.299,5.747,1.149,2.299,3.448,1.149,14.943,13.793
Negative_487,0,4.788,5.893,2.578,6.446,4.604,2.947,3.683,6.446,4.236,4.604,4.42,4.236,5.709,6.814
Negative_374,0,3.571,5.655,2.679,1.786,2.976,1.488,4.464,8.929,2.381,2.083,5.952,2.679,2.083,20.833
Positive_466,1,0.94,5.827,3.195,3.759,5.827,3.195,3.383,5.639,2.82,5.075,6.391,4.135,5.263,10.526
Negative_1315,0,1.307,13.725,2.614,4.575,2.614,1.961,4.575,9.804,1.307,7.19,11.111,3.922,5.229,3.268
Negative_906,0,4.741,7.328,3.664,6.034,4.741,4.31,2.371,6.25,3.448,4.741,6.681,3.233,6.897,11.207
Positive_760,1,1.754,4.971,5.263,4.678,4.386,2.924,3.216,4.094,4.971,6.725,9.357,6.433,4.094,9.064
Negative_402,0,2.763,6.736,1.554,4.145,3.972,2.763,3.627,7.427,2.591,5.354,8.29,4.491,5.527,13.299
Positive_967,1,1.118,6.866,4.551,4.391,4.75,3.034,4.99,6.547,4.192,6.387,5.15,4.232,8.024,8.303
Negative_1149,0,2.557,5.211,3.835,6.195,5.113,1.573,2.458,10.914,3.343,5.408,7.768,4.228,5.113,10.718
Positive_369,1,2.613,2.439,8.885,6.969,3.484,3.833,2.787,10.627,8.711,4.181,7.666,3.484,3.484,10.279
Negative_168,0,1.739,6.957,2.609,1.739,5.217,3.478,0.87,8.696,2.609,5.217,5.217,6.087,11.304,9.565
Positive_702,1,2.857,5.123,4.631,4.729,5.714,3.842,4.729,5.616,2.562,5.911,7.685,3.744,6.897,10.345
Negative_96,0,3.582,7.313,2.985,2.09,5.075,2.836,3.881,7.015,2.836,8.507,5.075,5.522,5.522,13.284
Positive_444,1,1.322,4.185,6.388,6.278,4.846,3.524,5.286,7.489,4.295,5.837,6.278,3.524,4.736,10.242
Positive_10,1,1.596,7.979,3.191,0.0,6.383,1.064,2.66,5.319,2.66,6.383,8.511,3.191,11.17,12.234
Positive_595,1,1.488,4.911,7.44,3.125,5.208,2.232,2.827,4.762,3.571,5.357,7.143,5.06,6.101,9.077
Positive_740,1,0.948,2.844,7.109,9.479,6.161,7.583,8.057,3.791,11.374,6.635,4.265,2.844,2.37,9.953
Negative_64,0,5.263,11.842,1.316,1.316,1.316,0.0,0.0,9.211,0.0,1.316,2.632,3.947,3.947,17.105
Positive_1085,1,2.128,3.31,5.201,5.674,4.255,3.546,3.546,4.965,4.728,5.674,6.147,4.019,5.201,11.111
Positive_667,1,2.273,5.455,2.727,7.273,2.727,3.182,9.545,5.0,5.455,6.364,8.636,7.727,0.909,10.455
Negative_1041,0,7.317,6.098,6.098,6.098,10.976,4.878,6.098,6.098,3.659,12.195,8.537,2.439,0.0,3.659
Negative_240,0,3.32,5.809,1.452,6.639,5.809,1.245,2.905,12.241,2.905,8.091,4.149,3.734,9.129,7.054
Positive_172,1,2.875,6.07,8.626,7.348,6.07,4.153,4.473,3.195,4.792,7.348,4.792,2.875,3.834,8.946
Negative_267,0,7.556,6.222,3.778,6.889,2.667,3.778,3.778,7.111,4.0,7.556,7.111,4.667,5.778,6.667
Positive_1049,1,1.283,5.775,7.166,6.631,4.92,1.711,3.316,4.599,4.064,6.524,7.914,3.316,4.599,9.519
Negative_1195,0,3.134,8.12,5.271,5.128,3.846,3.704,3.276,7.977,3.134,5.556,6.268,3.989,7.977,11.538
Negative_502,0,5.495,8.791,0.0,1.099,1.099,1.099,0.0,4.396,1.099,1.099,2.198,3.297,15.385,14.286
Positive_850,1,1.066,4.051,6.539,6.183,5.757,2.416,2.488,5.046,3.412,7.747,7.676,3.554,7.036,9.879
Positive_645,1,3.001,5.551,4.876,6.452,4.276,2.401,4.801,6.227,3.826,6.602,7.052,3.376,4.726,8.777
Positive_387,1,1.05,4.987,3.412,9.186,6.824,2.625,4.199,5.774,4.462,7.612,7.874,2.887,4.724,9.711
Negative_203,0,3.39,6.78,3.39,8.475,2.542,0.847,3.39,5.085,5.932,7.627,2.542,4.237,11.864,11.017
Positive_1200,1,2.89,3.468,8.382,5.202,1.734,4.335,6.936,8.671,4.913,3.179,7.514,1.445,5.202,14.74
Negative_420,0,0.0,18.824,7.059,4.706,3.529,2.353,10.588,8.235,1.176,5.882,5.882,2.353,7.059,8.235
Positive_675,1,3.021,4.23,9.366,5.74,3.021,5.136,7.251,6.344,4.532,2.115,6.949,2.115,3.927,13.293
Positive_124,1,4.06,4.274,6.197,7.051,5.769,2.991,4.701,7.906,4.06,7.265,5.769,3.419,4.06,10.043
Negative_81,0,1.081,7.568,2.162,7.027,4.865,2.703,3.784,10.811,2.162,2.162,4.324,4.865,10.811,8.108
Positive_1096,1,1.826,5.175,5.784,5.784,4.566,2.588,3.044,6.393,3.044,8.067,7.915,2.435,6.088,10.807
Positive_791,1,0.384,5.758,5.182,4.99,4.99,3.455,5.95,4.798,4.415,5.758,6.91,4.415,6.718,10.94
Negative_333,0,1.043,4.174,3.826,4.87,3.826,0.696,1.391,7.478,2.261,5.565,7.826,2.783,4.522,12.696
Negative_967,0,0.461,8.756,2.304,3.687,2.304,1.382,0.922,18.433,2.304,7.373,4.147,7.834,4.608,9.677
Negative_1074,0,3.191,6.915,4.521,6.117,5.053,2.394,3.989,7.181,2.926,5.851,7.181,3.723,8.511,8.511
Positive_576,1,0.733,4.212,3.846,4.396,5.678,4.212,3.297,5.128,5.495,3.846,7.143,3.297,5.678,8.242
Negative_548,0,2.056,8.692,2.897,4.673,4.299,1.869,3.458,9.252,3.645,4.673,5.047,8.598,3.925,8.224
Negative_966,0,0.714,7.9,2.752,4.995,3.976,0.917,1.529,15.138,8.512,4.893,3.976,7.492,3.517,5.759
Positive_543,1,1.053,1.053,4.211,10.526,8.421,2.105,6.316,7.368,1.053,8.421,6.316,3.158,1.053,10.526
Positive_536,1,1.18,2.065,6.785,9.44,8.85,5.605,2.065,7.67,2.95,6.49,5.31,3.835,6.195,10.029
Negative_973,0,2.981,12.466,2.439,2.168,3.523,1.897,2.439,7.859,1.084,3.252,4.336,3.523,6.233,13.55
Negative_482,0,0.385,17.885,2.244,2.949,3.077,0.962,1.731,9.103,2.372,3.526,4.808,7.051,2.564,10.577
Positive_457,1,3.219,5.925,5.34,5.048,4.535,4.609,3.438,7.096,6.218,8.266,6.364,2.56,5.852,8.486
Positive_215,1,1.037,5.185,4.889,5.778,4.148,2.815,7.556,5.333,2.815,5.778,8.148,4.296,5.185,9.481
Positive_656,1,3.175,8.995,4.762,5.291,7.407,2.116,4.762,8.466,2.646,5.82,7.937,3.704,4.233,11.64
Negative_877,0,2.246,6.437,1.796,1.946,4.042,2.695,4.341,6.138,2.545,7.934,5.389,4.641,8.234,11.377
Positive_167,1,1.368,5.775,3.647,5.775,5.775,3.191,5.927,8.207,3.951,4.863,5.623,4.559,5.471,10.486
Negative_1161,0,7.143,1.786,5.357,7.143,3.571,5.357,5.357,7.143,3.571,0.0,1.786,8.929,12.5,7.143
Positive_910,1,0.847,6.78,3.602,2.86,6.568,3.814,4.343,6.78,2.966,5.826,6.886,4.131,7.097,10.699
Positive_285,1,2.792,3.807,7.868,5.076,5.838,4.569,5.838,4.569,3.046,3.299,6.853,3.299,4.569,10.66
Negative_12,0,3.96,3.96,3.96,2.97,4.95,0.99,1.98,5.941,0.99,10.891,6.931,5.941,9.901,8.911
Positive_1115,1,1.515,5.51,5.096,4.683,5.234,3.03,2.893,8.953,3.719,7.713,8.402,4.959,4.959,11.983
Positive_917,1,1.748,5.944,5.361,6.76,4.429,2.214,4.429,10.606,3.846,7.343,4.312,3.147,5.594,9.907
Positive_365,1,2.2,6.357,3.423,4.645,2.934,3.423,5.623,6.846,3.667,5.868,6.357,2.445,8.068,11.247
Positive_381,1,1.514,2.877,7.949,4.996,4.996,2.877,5.829,7.343,3.558,5.829,6.889,4.921,5.223,8.478
Positive_75,1,3.218,5.483,5.959,2.622,3.695,4.41,5.721,7.747,4.768,4.41,8.462,4.529,4.41,11.681
Positive_852,1,0.847,3.39,10.169,9.322,5.085,1.695,0.847,5.085,1.695,5.085,5.932,1.695,12.712,7.627
Positive_828,1,0.754,5.528,5.779,5.528,5.025,5.276,6.281,7.035,7.035,3.266,6.281,4.02,2.513,9.548
Positive_239,1,2.032,4.499,4.499,7.837,5.806,3.193,5.225,5.951,2.612,8.708,5.225,4.644,6.386,11.03
Negative_465,0,0.0,10.833,0.0,2.5,4.167,0.833,0.0,10.0,1.667,2.5,1.667,4.167,9.167,15.0
Positive_1024,1,1.66,6.432,8.714,5.394,5.187,3.112,4.979,7.469,3.734,4.979,9.959,3.112,2.697,9.959
Positive_1047,1,1.145,4.008,8.779,4.198,2.29,3.244,8.015,8.206,2.672,4.58,7.824,3.244,3.053,10.687
Positive_299,1,0.0,6.918,7.233,2.201,1.258,4.403,5.031,6.604,4.088,3.459,3.145,1.887,2.201,19.811
Positive_55,1,0.932,7.143,7.143,7.453,5.901,2.795,2.795,6.211,2.795,5.901,7.764,1.553,4.037,10.248
Positive_242,1,2.128,6.856,7.329,5.674,6.383,3.783,4.255,5.201,3.783,5.674,5.674,2.837,7.092,5.91
Positive_425,1,2.574,5.792,4.376,6.564,5.019,2.831,3.089,10.94,5.148,5.92,5.405,5.405,3.475,10.425
Negative_1197,0,3.874,4.116,4.964,4.843,5.448,1.574,4.479,7.385,4.479,5.932,8.838,5.206,3.511,8.838
Negative_1177,0,2.414,10.69,2.414,3.793,5.517,1.034,1.379,14.138,3.448,5.172,4.483,2.069,7.931,7.586
Negative_175,0,0.0,3.75,1.25,1.25,0.0,2.5,1.25,16.25,5.0,1.25,3.75,3.75,2.5,20.0
Negative_132,0,1.971,6.093,3.584,2.867,4.122,4.122,3.763,7.348,3.405,5.735,6.452,4.48,7.706,11.649
Positive_1064,1,0.969,5.811,4.6,5.085,4.6,2.906,5.569,6.538,6.053,6.295,7.506,3.632,5.327,8.959
Negative_1004,0,1.087,6.522,5.435,2.717,1.63,1.63,3.261,10.326,2.717,2.717,9.783,0.543,6.522,16.848
Positive_291,1,0.237,6.161,4.502,4.739,6.161,3.555,2.962,5.924,4.147,4.502,6.754,7.464,7.109,9.834
Negative_40,0,0.0,5.0,10.0,5.0,0.0,5.0,5.0,20.0,10.0,0.0,0.0,5.0,0.0,15.0
Negative_1205,0,1.389,11.111,0.0,1.389,0.0,2.778,6.944,2.778,2.778,1.389,5.556,4.167,15.278,15.278
Positive_80,1,2.814,7.576,4.329,5.628,4.545,1.948,3.68,9.74,3.896,6.061,5.195,3.03,5.411,10.39
Positive_450,1,1.97,5.911,4.187,7.635,3.202,2.956,4.187,4.433,2.709,9.852,7.143,3.941,4.926,7.635
Negative_540,0,6.109,3.853,2.538,10.62,5.545,1.974,3.477,5.921,6.297,11.56,3.008,3.665,8.271,4.699
Negative_432,0,2.192,6.849,3.288,1.918,4.932,1.918,6.575,5.205,2.466,4.11,6.027,4.384,6.849,12.055
Negative_529,0,3.425,5.479,4.795,4.795,1.37,0.685,4.11,7.534,4.795,4.795,6.164,3.425,3.425,17.808
Negative_631,0,2.918,5.836,6.101,4.244,3.714,2.122,5.305,10.08,3.183,4.509,8.753,2.918,4.244,12.997
Positive_510,1,1.294,2.977,7.379,5.955,4.401,2.524,5.437,8.608,4.595,5.243,7.055,4.272,4.401,12.816
Positive_418,1,1.067,4.8,6.933,6.533,5.333,2.533,3.733,5.467,3.333,7.333,6.267,4.533,5.6,8.533
Negative_344,0,3.158,7.368,11.053,6.316,3.684,2.632,1.579,3.684,6.842,7.368,8.421,3.684,3.684,5.263
Negative_493,0,0.943,11.321,4.717,4.717,0.0,2.83,4.717,6.604,2.83,5.66,8.491,2.83,7.547,7.547
Positive_187,1,2.176,3.917,7.617,6.202,4.679,1.741,4.026,7.617,3.264,5.658,9.467,4.461,3.7,9.793
Negative_637,0,2.201,5.503,4.717,5.031,3.616,1.101,3.931,8.019,2.83,5.975,7.075,5.189,7.547,11.006
Positive_289,1,0.0,4.762,2.976,2.381,3.571,1.19,3.571,5.357,3.571,6.548,9.524,4.167,5.357,11.31
