id,label,_NormalizedVDWVC1,_PolarityC2,_NormalizedVDWVT23,_HydrophobicityC2,_NormalizedVDWVC3,_ChargeC3,_ChargeD2001,_SolventAccessibilityD3001,_HydrophobicityD3001,_PolarityD1001,_HydrophobicityT13,_SecondaryStrD1001,_SecondaryStrC2,_PolarizabilityC3,_SolventAccessibilityC3,_PolarizabilityT13,_PolarizabilityD3001,_NormalizedVDWVC2,_PolarityT13,_NormalizedVDWVD3001,_PolarizabilityC2,_PolarityD3001,_ChargeT23,_SecondaryStrD2001,_ChargeC2,_SolventAccessibilityC2,_SecondaryStrT12,_PolarizabilityD2001,_SolventAccessibilityT12,_SolventAccessibilityD2001,_ChargeT13,_SecondaryStrC3,_SolventAccessibilityD1001,_NormalizedVDWVD1001,_HydrophobicityC1,_NormalizedVDWVD2001,_PolarityC1,_SecondaryStrT13,_SecondaryStrT23,_PolarityC3,_HydrophobicityD2001,_HydrophobicityD1001,_PolarizabilityC1,_ChargeD1075,_HydrophobicityC3,_SolventAccessibilityT13,_ChargeD3001,_SecondaryStrD3001,_PolarityD2001,_PolarityT23,_ChargeD1050,_SecondaryStrD1075,_SolventAccessibilityC1,_PolarizabilityD1001,_ChargeT12,_SecondaryStrC1,_ChargeD1025,_ChargeD3100,_PolarityD1025,_ChargeC1,_SecondaryStrD2075,_PolarityT12,_ChargeD3075,_PolarizabilityT23,_SecondaryStrD2025,_NormalizedVDWVD3050,_ChargeD3050,_SecondaryStrD3050,_ChargeD3025,_NormalizedVDWVD3025,_HydrophobicityT12,_PolarityD1050,_SolventAccessibilityD2075,_PolarizabilityD3075,_PolarizabilityD1050,_SolventAccessibilityD1025,_SolventAccessibilityT23,_SolventAccessibilityD1075,_PolarityD2050,_PolarityD1075,_PolarizabilityT12,_ChargeD1001,_PolarizabilityD3050,_HydrophobicityD3025,_SecondaryStrD2050,_ChargeD2075,_SecondaryStrD3025,_PolarizabilityD3025,_SecondaryStrD3075,_SolventAccessibilityD3025,_PolarizabilityD2075,_NormalizedVDWVD1075,_NormalizedVDWVD2050,_SecondaryStrD1050,_PolarityD3075,_PolarityD2025,_PolarizabilityD2050,_HydrophobicityT23,_NormalizedVDWVD3075,_HydrophobicityD3075,_PolarizabilityD2025,_HydrophobicityD3050
Negative_263,0,0.427,0.354,0.158,0.41,0.219,0.067,0.562,0.562,0.562,0.562,0.113,0.562,0.298,0.219,0.331,0.119,0.562,0.354,0.158,0.562,0.478,1.124,0.107,2.247,0.882,0.191,0.232,1.124,0.169,1.124,0.028,0.315,2.247,3.933,0.191,1.124,0.416,0.26,0.186,0.23,3.371,1.124,0.303,35.955,0.399,0.356,1.124,5.056,5.056,0.147,26.404,78.652,0.478,5.056,0.062,0.388,10.112,98.315,23.596,0.051,60.112,0.299,80.337,0.215,19.101,39.326,22.472,58.427,7.865,15.169,0.158,46.629,80.337,77.528,53.933,25.281,0.102,66.292,57.303,64.607,0.26,1.685,39.326,24.157,42.135,73.596,28.09,15.169,76.404,27.528,69.663,72.472,46.629,48.876,85.393,28.09,50.562,0.345,77.528,65.73,26.966,46.629
Positive_222,1,0.413,0.347,0.151,0.413,0.227,0.12,0.222,0.222,0.222,0.222,0.176,0.222,0.322,0.227,0.244,0.174,0.222,0.36,0.223,0.222,0.418,0.667,0.189,0.444,0.787,0.284,0.265,1.778,0.245,0.667,0.024,0.282,1.778,0.444,0.284,1.778,0.338,0.194,0.212,0.316,0.444,0.667,0.356,73.111,0.302,0.209,1.333,1.333,0.444,0.212,51.556,76.889,0.471,0.444,0.143,0.396,20.889,98.889,22.889,0.093,76.0,0.261,73.556,0.174,22.0,45.778,54.889,49.333,28.444,19.556,0.218,47.556,73.556,80.667,48.889,24.667,0.149,70.667,48.889,75.333,0.312,0.667,45.778,24.667,47.778,75.111,25.111,19.556,72.667,21.778,72.889,74.889,52.0,50.222,73.778,26.667,51.333,0.276,80.667,76.0,28.0,47.778
Positive_865,1,0.347,0.324,0.236,0.368,0.275,0.07,0.195,0.195,0.195,0.195,0.123,0.195,0.388,0.275,0.203,0.148,0.195,0.378,0.135,0.195,0.425,0.39,0.098,0.585,0.854,0.185,0.322,0.39,0.172,0.39,0.02,0.218,0.585,1.754,0.185,0.39,0.48,0.193,0.143,0.197,1.365,0.39,0.3,84.016,0.446,0.232,0.39,2.534,1.754,0.127,46.199,74.659,0.612,1.754,0.113,0.394,23.587,99.61,23.977,0.076,79.922,0.309,78.752,0.256,27.29,51.657,53.021,44.055,28.46,23.002,0.131,50.097,78.168,80.702,51.852,23.392,0.082,74.074,49.513,76.998,0.268,0.78,51.657,24.561,51.462,73.879,24.951,23.002,64.717,25.536,73.879,68.421,48.928,52.632,78.168,24.366,46.394,0.332,80.702,76.608,24.756,50.097
Positive_1124,1,0.412,0.348,0.181,0.39,0.233,0.117,0.192,0.192,0.192,0.192,0.198,0.192,0.273,0.233,0.223,0.154,0.192,0.356,0.225,0.192,0.412,0.962,0.175,2.692,0.765,0.296,0.239,0.769,0.308,0.962,0.033,0.288,0.385,0.385,0.296,0.769,0.337,0.241,0.166,0.315,0.385,0.962,0.356,75.0,0.313,0.235,8.654,1.538,0.385,0.197,52.115,76.154,0.481,0.385,0.175,0.438,27.692,97.115,22.308,0.117,74.808,0.247,69.615,0.206,24.231,52.115,52.5,49.615,32.115,28.077,0.216,50.192,73.846,77.308,46.154,21.538,0.106,72.885,44.808,76.731,0.285,0.962,52.115,22.308,47.692,75.192,21.923,28.077,73.269,24.231,71.923,73.654,50.192,51.731,75.0,21.731,50.192,0.258,77.308,77.692,25.577,50.769
Negative_785,0,0.587,0.545,0.115,0.569,0.202,0.1,0.071,0.071,0.071,0.071,0.1,0.071,0.311,0.202,0.474,0.115,0.071,0.211,0.119,0.071,0.4,0.285,0.135,0.214,0.752,0.295,0.167,0.427,0.143,0.285,0.051,0.318,0.142,0.142,0.295,0.427,0.153,0.299,0.201,0.302,0.142,0.285,0.398,73.362,0.136,0.197,1.852,0.499,0.142,0.264,48.86,74.074,0.231,0.142,0.198,0.37,21.937,98.219,13.818,0.147,76.567,0.107,66.952,0.194,27.35,58.689,46.011,47.08,20.513,22.436,0.279,76.425,75.57,83.333,48.148,21.368,0.236,84.829,47.08,88.248,0.34,0.285,58.689,13.818,53.561,76.282,23.006,22.436,74.786,28.561,76.211,67.308,59.33,49.501,76.211,28.917,48.433,0.112,83.333,86.182,25.285,74.288
Negative_857,0,0.386,0.327,0.178,0.379,0.301,0.131,0.654,0.654,0.654,0.654,0.224,0.654,0.281,0.301,0.32,0.184,0.654,0.314,0.243,0.654,0.399,2.614,0.171,1.961,0.706,0.359,0.23,1.961,0.276,2.614,0.053,0.288,1.307,1.307,0.359,1.961,0.294,0.197,0.158,0.379,1.307,2.614,0.301,66.667,0.261,0.197,2.614,3.268,1.307,0.217,48.366,67.974,0.32,1.307,0.211,0.431,15.686,87.582,21.569,0.163,67.32,0.204,62.092,0.211,22.222,52.941,35.948,64.706,11.111,26.144,0.237,47.059,68.627,67.974,58.824,24.837,0.184,69.281,58.824,67.32,0.211,3.922,52.941,20.915,49.673,78.431,32.026,26.144,84.967,28.105,68.627,79.085,37.908,43.791,67.974,32.026,43.137,0.204,67.974,67.32,17.647,45.098
Positive_380,1,0.369,0.303,0.186,0.362,0.249,0.123,0.041,0.041,0.041,0.041,0.213,0.041,0.282,0.249,0.257,0.149,0.041,0.382,0.25,0.041,0.45,0.854,0.187,0.081,0.769,0.311,0.26,0.081,0.287,0.854,0.027,0.273,0.081,0.244,0.311,0.081,0.358,0.23,0.144,0.338,0.325,0.854,0.301,74.939,0.327,0.235,1.139,0.325,0.325,0.201,51.465,74.207,0.432,0.325,0.165,0.445,22.498,99.797,29.699,0.108,76.037,0.21,75.997,0.213,29.211,53.824,52.644,47.315,26.688,27.828,0.22,52.075,74.817,75.102,47.396,25.264,0.146,75.224,44.182,75.264,0.273,0.854,53.824,29.048,52.766,74.654,19.813,27.828,74.695,24.166,74.329,74.532,49.959,49.471,74.98,19.609,49.186,0.232,75.102,74.898,25.753,51.383
Positive_26,1,0.471,0.401,0.12,0.458,0.208,0.1,0.109,0.109,0.109,0.109,0.158,0.109,0.213,0.208,0.289,0.135,0.109,0.322,0.196,0.109,0.432,0.217,0.153,0.326,0.812,0.287,0.18,0.217,0.214,0.217,0.014,0.335,0.326,0.652,0.287,0.217,0.291,0.256,0.14,0.308,0.652,0.217,0.361,84.239,0.255,0.245,0.217,0.652,0.652,0.175,65.109,76.304,0.424,0.652,0.14,0.452,31.63,97.609,33.587,0.088,82.391,0.212,72.717,0.16,36.739,64.565,48.152,45.978,24.239,39.565,0.189,62.717,76.848,84.348,45.652,29.565,0.133,74.783,43.804,83.152,0.272,0.978,64.565,31.196,62.717,74.348,24.674,39.565,65.0,25.0,75.435,63.043,48.478,45.543,77.283,23.913,46.413,0.22,84.348,83.804,18.152,64.783
Negative_82,0,0.439,0.349,0.16,0.387,0.218,0.1,0.208,0.208,0.208,0.208,0.181,0.208,0.277,0.218,0.283,0.156,0.208,0.343,0.21,0.208,0.453,0.624,0.16,0.416,0.807,0.243,0.208,1.04,0.246,0.624,0.015,0.322,0.832,0.624,0.243,1.04,0.391,0.292,0.196,0.26,0.416,0.624,0.328,69.231,0.37,0.277,0.624,0.624,0.832,0.194,44.283,73.805,0.474,0.624,0.169,0.401,20.79,99.376,24.532,0.094,75.26,0.285,68.607,0.208,26.819,44.283,55.509,50.728,29.106,19.335,0.202,47.193,70.894,70.478,50.104,21.206,0.138,72.765,54.886,73.597,0.302,1.247,44.283,24.116,42.62,76.091,26.195,19.335,74.22,31.393,76.091,78.378,49.272,52.391,69.439,25.364,52.183,0.315,70.478,74.012,26.611,48.441
Negative_320,0,0.352,0.273,0.184,0.352,0.33,0.091,1.136,1.136,1.136,1.136,0.241,1.136,0.33,0.33,0.295,0.195,1.136,0.318,0.299,1.136,0.455,3.409,0.184,4.545,0.761,0.364,0.299,2.273,0.333,3.409,0.0,0.295,2.273,3.409,0.364,2.273,0.341,0.264,0.218,0.386,6.818,3.409,0.216,55.682,0.284,0.161,3.409,3.409,6.818,0.253,50.0,64.773,0.341,3.409,0.276,0.375,25.0,87.5,32.955,0.148,76.136,0.138,64.773,0.253,36.364,50.0,22.727,35.227,5.682,26.136,0.287,63.636,64.773,68.182,51.136,26.136,0.195,81.818,51.136,76.136,0.172,12.5,50.0,26.136,60.227,76.136,19.318,26.136,73.864,19.318,77.273,63.636,48.864,46.591,64.773,18.182,42.045,0.172,68.182,78.409,23.864,48.864
Positive_395,1,0.383,0.303,0.188,0.359,0.243,0.14,0.079,0.079,0.079,0.079,0.21,0.079,0.278,0.243,0.225,0.157,0.079,0.374,0.256,0.079,0.438,0.474,0.188,1.344,0.748,0.322,0.247,0.237,0.285,0.474,0.032,0.272,0.316,0.158,0.322,0.395,0.354,0.235,0.168,0.343,0.158,0.474,0.319,76.522,0.319,0.21,0.553,0.158,0.158,0.197,54.15,74.704,0.453,0.158,0.165,0.45,28.775,100.0,25.613,0.112,74.308,0.218,76.126,0.219,25.296,53.281,53.202,48.458,26.561,27.984,0.228,49.644,75.81,77.154,47.905,24.98,0.153,73.676,46.324,74.308,0.287,1.186,53.281,25.534,49.012,74.387,24.506,27.984,75.336,23.794,71.858,75.731,49.802,51.067,75.02,22.609,49.644,0.226,77.154,71.621,25.059,48.379
Negative_596,0,0.547,0.447,0.087,0.522,0.168,0.043,0.621,0.621,0.621,0.621,0.106,0.621,0.335,0.168,0.404,0.094,0.621,0.286,0.138,0.621,0.503,4.969,0.069,1.863,0.919,0.174,0.144,1.863,0.131,4.969,0.006,0.379,1.863,1.242,0.174,1.863,0.366,0.219,0.231,0.186,1.242,4.969,0.329,94.41,0.304,0.325,14.907,1.242,1.242,0.125,62.733,77.64,0.422,1.242,0.056,0.286,33.54,90.062,38.509,0.037,78.882,0.312,86.335,0.163,29.814,54.037,32.298,36.025,14.907,24.845,0.156,63.354,86.335,82.609,34.161,32.919,0.131,80.745,31.677,81.366,0.369,33.54,54.037,49.068,53.416,73.292,19.255,24.845,62.112,16.149,75.776,73.292,54.658,58.385,86.335,13.665,50.932,0.281,82.609,81.366,29.193,64.596
Positive_579,1,0.39,0.317,0.19,0.385,0.279,0.13,0.271,0.271,0.271,0.271,0.182,0.271,0.268,0.279,0.23,0.179,0.271,0.331,0.217,0.271,0.379,0.542,0.177,1.355,0.762,0.293,0.253,1.626,0.239,0.542,0.035,0.279,1.897,1.897,0.293,1.626,0.355,0.25,0.136,0.328,1.084,0.542,0.341,80.217,0.322,0.226,1.626,2.981,1.897,0.174,60.434,76.423,0.477,1.897,0.16,0.453,26.287,98.916,26.558,0.108,69.648,0.207,71.816,0.22,27.1,48.509,39.295,53.117,27.642,24.119,0.182,50.136,78.591,76.152,46.612,23.306,0.125,74.255,49.593,72.087,0.234,0.542,48.509,28.455,50.407,73.984,25.474,24.119,73.984,22.764,74.797,73.442,49.322,46.07,76.694,18.699,52.304,0.236,76.152,74.526,28.997,52.575
Negative_278,0,0.46,0.376,0.144,0.442,0.216,0.092,0.027,0.027,0.027,0.027,0.173,0.027,0.332,0.216,0.315,0.167,0.027,0.324,0.216,0.027,0.432,0.054,0.156,0.108,0.839,0.254,0.207,0.108,0.246,0.054,0.013,0.367,0.081,0.081,0.254,0.108,0.344,0.202,0.242,0.28,0.081,0.054,0.352,76.828,0.304,0.294,0.216,0.081,0.081,0.213,46.345,75.02,0.432,0.081,0.114,0.301,17.615,99.73,25.654,0.07,74.858,0.263,67.197,0.181,25.277,48.287,41.597,50.013,20.691,24.009,0.226,50.31,74.319,74.211,49.528,25.169,0.152,75.128,50.823,73.887,0.294,0.054,48.287,24.845,51.254,75.506,26.059,24.009,74.966,26.598,74.697,75.937,49.69,48.368,74.157,25.978,51.254,0.268,74.211,74.049,25.384,49.96
Negative_387,0,0.373,0.314,0.181,0.359,0.215,0.092,0.229,0.229,0.229,0.229,0.197,0.229,0.254,0.215,0.261,0.112,0.229,0.412,0.232,0.229,0.501,1.602,0.135,1.373,0.796,0.297,0.243,0.915,0.239,1.602,0.025,0.281,0.458,0.458,0.297,2.517,0.355,0.243,0.151,0.332,0.458,1.602,0.284,67.735,0.343,0.22,6.407,0.915,0.458,0.202,47.826,76.659,0.442,0.458,0.174,0.465,26.316,97.941,26.087,0.112,76.43,0.197,81.922,0.222,26.545,50.572,56.979,43.478,36.613,23.799,0.195,50.801,78.261,70.252,43.249,22.654,0.154,75.515,42.334,77.346,0.314,1.602,50.572,25.858,51.259,74.371,18.764,23.799,67.277,23.57,79.176,68.65,53.547,52.174,76.659,18.078,53.089,0.218,70.252,75.973,27.918,50.114
Positive_430,1,0.379,0.33,0.171,0.383,0.216,0.124,0.355,0.355,0.355,0.355,0.206,0.355,0.248,0.216,0.238,0.128,0.355,0.404,0.256,0.355,0.457,0.709,0.203,1.418,0.784,0.291,0.221,1.064,0.288,0.709,0.021,0.27,1.064,1.773,0.291,1.064,0.34,0.249,0.157,0.33,1.773,0.709,0.326,78.369,0.326,0.21,3.901,2.482,1.773,0.217,60.638,78.014,0.472,1.773,0.149,0.482,35.106,100.0,27.66,0.092,70.213,0.217,63.83,0.196,24.468,57.801,43.262,42.908,25.532,31.56,0.224,52.482,73.05,74.468,43.972,24.468,0.142,74.468,44.326,75.887,0.306,0.709,57.801,26.596,41.489,74.468,17.376,31.56,69.149,15.248,74.823,70.567,48.936,54.255,73.759,20.922,48.582,0.246,74.468,75.887,26.95,49.291
Negative_590,0,0.389,0.311,0.163,0.365,0.198,0.084,0.599,0.599,0.599,0.599,0.205,0.599,0.299,0.198,0.293,0.145,0.599,0.413,0.253,0.599,0.473,1.198,0.151,1.796,0.85,0.246,0.301,3.593,0.205,11.976,0.006,0.287,1.796,2.395,0.246,3.593,0.413,0.235,0.175,0.275,1.198,11.976,0.329,55.09,0.389,0.295,17.365,2.395,2.395,0.145,32.335,75.449,0.461,2.395,0.127,0.413,19.162,97.006,16.168,0.066,56.886,0.301,77.246,0.199,14.371,33.533,61.078,58.683,26.347,10.18,0.133,47.305,63.473,62.874,52.695,20.958,0.133,76.647,52.695,71.257,0.349,15.569,33.533,20.359,34.132,74.251,31.737,10.18,79.042,27.545,74.85,77.844,50.898,53.293,65.269,29.94,50.898,0.349,62.874,71.257,25.15,47.305
Negative_638,0,0.457,0.345,0.141,0.403,0.223,0.121,0.04,0.04,0.04,0.04,0.182,0.04,0.316,0.223,0.277,0.152,0.04,0.32,0.221,0.04,0.42,0.281,0.184,1.285,0.776,0.302,0.229,0.361,0.261,0.281,0.024,0.324,0.08,0.08,0.302,0.442,0.334,0.229,0.197,0.321,0.08,0.281,0.357,79.205,0.295,0.232,1.887,0.08,0.08,0.217,51.907,75.672,0.421,0.08,0.158,0.36,22.36,99.839,25.692,0.103,73.866,0.228,76.877,0.172,26.094,51.265,50.903,50.863,22.923,24.448,0.247,49.9,77.077,76.756,50.06,24.287,0.167,73.906,49.859,74.267,0.289,0.281,51.265,25.251,49.338,73.946,27.057,24.448,74.629,27.459,73.986,73.866,48.936,49.498,77.559,25.572,49.257,0.241,76.756,74.468,25.171,49.98
Negative_1153,0,0.514,0.476,0.117,0.506,0.149,0.072,0.248,0.248,0.248,0.248,0.122,0.248,0.266,0.149,0.318,0.092,0.248,0.337,0.139,0.248,0.449,1.241,0.104,3.97,0.849,0.213,0.214,1.985,0.206,1.241,0.02,0.333,0.744,0.496,0.213,1.985,0.295,0.241,0.157,0.228,0.496,1.241,0.402,68.486,0.28,0.321,1.241,0.496,0.496,0.184,31.762,74.938,0.469,0.496,0.124,0.402,12.407,98.263,24.069,0.079,68.238,0.294,58.561,0.147,24.069,49.38,31.266,55.831,9.429,18.362,0.177,46.154,66.005,77.667,51.365,26.303,0.092,73.945,55.831,71.712,0.391,5.211,49.38,21.836,44.417,76.179,27.047,18.362,79.653,27.047,71.712,79.404,44.665,48.883,66.501,28.288,47.891,0.289,77.667,66.998,26.551,42.432
Positive_578,1,0.416,0.35,0.151,0.388,0.227,0.126,0.35,0.35,0.35,0.35,0.175,0.35,0.255,0.227,0.248,0.154,0.35,0.357,0.204,0.35,0.416,1.399,0.182,1.049,0.769,0.29,0.26,1.049,0.242,1.399,0.042,0.262,1.049,0.699,0.29,1.049,0.336,0.291,0.095,0.315,0.699,1.399,0.357,76.923,0.322,0.218,9.091,0.699,0.699,0.175,55.594,71.678,0.462,0.699,0.154,0.483,22.028,96.853,19.231,0.105,72.028,0.246,68.182,0.182,20.28,41.259,50.699,53.147,21.678,20.629,0.189,42.308,72.378,72.727,55.245,22.378,0.123,77.622,55.245,71.678,0.26,2.448,41.259,19.231,43.706,75.524,27.972,20.629,79.021,24.126,70.979,78.322,47.203,51.049,71.329,29.72,46.853,0.26,72.727,71.678,21.329,43.706
Negative_487,0,0.466,0.372,0.146,0.448,0.265,0.092,0.184,0.184,0.184,0.184,0.175,0.184,0.221,0.265,0.241,0.153,0.184,0.269,0.245,0.184,0.376,0.552,0.14,9.208,0.786,0.298,0.186,0.368,0.255,0.552,0.015,0.311,1.657,0.368,0.298,0.552,0.284,0.277,0.159,0.344,0.368,0.552,0.359,66.298,0.254,0.203,3.867,0.368,0.368,0.186,42.91,71.087,0.46,1.289,0.181,0.468,30.755,99.632,32.228,0.122,84.53,0.164,75.322,0.201,31.123,55.801,46.409,45.856,25.414,33.886,0.216,65.562,70.166,78.085,39.042,15.838,0.137,74.586,40.884,83.057,0.223,0.921,55.801,31.86,65.193,75.691,19.337,33.886,68.324,36.28,79.558,68.508,60.958,46.593,72.56,12.707,56.169,0.199,78.085,82.505,28.729,65.562
Positive_53,1,0.396,0.309,0.194,0.377,0.237,0.121,0.483,0.483,0.483,0.483,0.136,0.483,0.28,0.237,0.256,0.136,0.483,0.367,0.165,0.483,0.454,0.966,0.146,2.415,0.763,0.333,0.165,0.966,0.204,0.966,0.029,0.338,1.932,1.449,0.333,0.966,0.343,0.286,0.17,0.348,1.449,0.966,0.309,85.507,0.29,0.238,11.111,1.449,1.449,0.194,75.362,77.295,0.411,1.449,0.175,0.382,48.792,95.169,21.739,0.116,65.7,0.194,57.971,0.238,20.773,54.589,38.647,44.928,33.333,30.918,0.223,47.826,83.092,76.329,40.097,20.29,0.155,69.565,48.309,66.667,0.243,3.865,54.589,19.324,47.343,71.498,25.604,30.918,79.71,20.773,71.014,75.845,44.444,55.072,83.092,20.29,50.725,0.223,76.329,65.7,24.155,47.343
Negative_1041,0,0.439,0.256,0.16,0.317,0.195,0.232,1.22,1.22,1.22,1.22,0.198,1.22,0.378,0.195,0.244,0.123,1.22,0.366,0.247,1.22,0.5,6.098,0.272,3.659,0.707,0.354,0.247,3.659,0.259,7.317,0.049,0.305,2.439,2.439,0.354,3.659,0.378,0.259,0.21,0.366,2.439,7.317,0.305,74.39,0.329,0.272,7.317,7.317,2.439,0.123,68.293,76.829,0.402,2.439,0.074,0.317,43.902,95.122,18.293,0.061,70.732,0.247,52.439,0.185,25.61,29.268,24.39,46.341,13.415,15.854,0.173,47.561,73.171,71.951,46.341,31.707,0.111,78.049,56.098,70.732,0.395,43.902,29.268,15.854,42.683,76.829,30.488,15.854,63.415,25.61,76.829,75.61,50.0,48.78,73.171,32.927,52.439,0.272,71.951,70.732,30.488,54.878
Positive_416,1,0.329,0.261,0.217,0.313,0.271,0.118,0.2,0.2,0.2,0.2,0.249,0.2,0.293,0.271,0.251,0.153,0.2,0.401,0.283,0.2,0.441,0.401,0.177,2.004,0.772,0.337,0.255,1.002,0.301,0.401,0.028,0.277,1.002,0.802,0.337,1.002,0.375,0.253,0.167,0.365,0.601,0.401,0.289,77.756,0.351,0.213,5.21,0.802,0.802,0.179,53.707,75.351,0.413,0.802,0.185,0.431,34.068,96.393,27.655,0.11,76.353,0.197,67.936,0.235,30.261,52.305,37.074,42.685,15.631,32.866,0.213,51.703,74.148,76.353,44.088,25.651,0.161,73.948,49.699,74.749,0.259,0.401,52.305,27.455,51.703,74.749,18.236,32.866,70.341,27.655,74.549,74.349,49.9,52.305,72.545,21.242,51.303,0.227,76.353,75.551,24.649,53.307
Negative_234,0,0.436,0.369,0.192,0.436,0.249,0.084,0.444,0.444,0.444,0.444,0.192,0.444,0.218,0.249,0.289,0.174,0.444,0.316,0.241,0.444,0.422,0.889,0.147,4.0,0.818,0.258,0.183,1.333,0.219,0.889,0.013,0.293,1.333,0.889,0.258,1.333,0.342,0.268,0.125,0.289,2.222,0.889,0.329,84.0,0.307,0.304,0.889,0.889,2.222,0.179,52.444,79.556,0.453,0.889,0.156,0.489,24.444,89.333,22.222,0.098,73.333,0.241,73.778,0.219,20.889,52.444,40.0,42.667,20.0,27.111,0.183,48.889,80.0,82.667,52.889,24.0,0.156,72.889,52.889,70.222,0.281,1.778,52.444,22.222,46.222,73.333,17.333,27.111,71.556,21.778,70.667,72.889,46.667,54.222,80.0,20.889,45.778,0.263,82.667,75.111,24.0,50.667
Negative_697,0,0.404,0.325,0.14,0.364,0.192,0.079,0.662,0.662,0.662,0.662,0.233,0.662,0.325,0.192,0.285,0.16,0.662,0.404,0.253,0.662,0.53,1.325,0.113,1.987,0.834,0.278,0.213,2.649,0.28,1.325,0.033,0.318,1.987,3.311,0.278,2.649,0.384,0.213,0.293,0.291,3.311,1.325,0.278,69.536,0.358,0.26,13.245,9.272,3.311,0.187,47.02,76.821,0.437,3.311,0.14,0.358,23.179,94.04,22.517,0.086,72.185,0.307,84.106,0.18,25.828,52.318,60.265,52.98,20.53,23.179,0.18,52.318,78.146,74.172,39.735,17.881,0.133,72.848,41.06,78.808,0.24,1.325,52.318,21.854,49.007,72.848,30.464,23.179,68.874,29.139,79.47,62.914,51.656,47.02,81.457,19.205,54.967,0.287,74.172,80.795,27.815,51.656
Negative_875,0,0.346,0.295,0.225,0.376,0.268,0.061,0.253,0.253,0.253,0.253,0.142,0.253,0.412,0.268,0.295,0.157,0.253,0.386,0.192,0.253,0.455,1.263,0.106,1.01,0.889,0.172,0.266,1.263,0.165,1.263,0.01,0.26,0.505,0.505,0.172,1.263,0.51,0.159,0.23,0.194,0.505,1.263,0.278,79.798,0.452,0.314,1.263,0.758,0.505,0.116,55.303,78.788,0.533,0.505,0.081,0.328,27.525,98.737,25.0,0.051,73.485,0.299,65.152,0.256,24.747,45.707,32.576,44.444,18.687,20.707,0.137,50.253,77.273,70.455,44.949,25.0,0.114,73.737,47.727,73.737,0.243,4.293,45.707,26.01,48.485,75.253,21.717,20.707,71.212,21.212,78.03,72.98,53.03,56.818,77.273,23.737,54.293,0.334,70.455,74.242,27.778,51.263
Positive_735,1,0.322,0.261,0.195,0.317,0.233,0.123,0.256,0.256,0.256,0.256,0.259,0.256,0.286,0.233,0.251,0.133,0.256,0.445,0.315,0.256,0.519,0.512,0.192,1.535,0.77,0.332,0.277,0.512,0.297,0.512,0.021,0.261,1.023,0.767,0.332,0.512,0.389,0.215,0.179,0.35,0.767,0.512,0.248,75.448,0.35,0.221,0.512,0.767,0.767,0.185,57.545,73.657,0.417,2.813,0.185,0.453,28.389,100.0,25.575,0.107,76.982,0.21,66.496,0.233,23.529,49.361,52.941,48.849,23.785,23.274,0.215,48.338,73.657,74.936,48.849,22.762,0.177,76.215,45.524,75.959,0.241,1.279,49.361,25.32,50.384,74.936,24.041,23.274,69.054,20.716,76.982,71.867,51.918,49.872,72.634,21.228,49.616,0.236,74.936,74.425,27.11,47.059
Negative_54,0,0.391,0.348,0.136,0.348,0.087,0.174,8.696,56.522,8.696,8.696,0.364,21.739,0.261,0.087,0.13,0.0,78.261,0.522,0.364,78.261,0.522,4.348,0.318,8.696,0.783,0.348,0.273,8.696,0.409,4.348,0.0,0.261,8.696,4.348,0.348,8.696,0.304,0.227,0.182,0.348,17.391,4.348,0.391,100.0,0.304,0.136,4.348,4.348,17.391,0.182,100.0,78.261,0.522,4.348,0.045,0.478,100.0,82.609,8.696,0.043,56.522,0.091,39.13,0.136,8.696,78.261,21.739,17.391,4.348,100.0,0.182,30.435,82.609,78.261,52.174,26.087,0.136,65.217,56.522,73.913,0.318,100.0,78.261,8.696,30.435,69.565,4.348,100.0,34.783,86.957,73.913,60.87,34.783,52.174,82.609,47.826,34.783,0.091,78.261,73.913,21.739,30.435
Positive_805,1,0.383,0.26,0.179,0.306,0.24,0.163,0.51,0.51,0.51,0.51,0.221,0.51,0.321,0.24,0.204,0.159,0.51,0.378,0.262,0.51,0.469,2.551,0.256,2.041,0.704,0.357,0.267,2.041,0.297,2.551,0.031,0.25,1.02,1.02,0.357,2.041,0.372,0.164,0.195,0.367,1.02,2.551,0.291,76.531,0.337,0.179,6.633,6.122,1.02,0.221,62.245,77.551,0.439,1.02,0.195,0.429,26.02,87.755,19.388,0.133,76.02,0.19,66.327,0.215,18.878,53.571,44.388,44.898,25.0,21.429,0.262,42.347,73.98,75.0,44.388,17.857,0.185,75.51,46.429,68.367,0.2,2.551,53.571,17.857,42.857,75.51,25.51,21.429,62.755,33.673,70.408,74.49,48.469,60.204,73.98,22.449,48.98,0.2,75.0,66.837,23.98,42.857
